,Cultivated area (hectares),Seed (Kg),Urea (kg),Phosphate (kg),Potassium (kg),Nitrogen (kg),Insecticide (lit),Water (m3),Irrigation frequency,Yield (kg),Fuel (lit),Electricity (kwh),Calculated carbon (kg co2-eq)
9979,0.5,171.0,138.0,111.0,34.0,433.0,0.3,2387.0,10.0,1798.0,31.0,1055.0,967.0
9980,2.5,805.0,697.0,589.0,236.0,2199.0,0.9,12334.0,10.0,8740.0,129.0,5371.0,4868.0
9981,1.75,544.0,489.0,338.0,151.0,1568.0,1.3,8574.0,10.0,5966.0,89.0,3838.0,3288.0
9982,1.5,434.0,396.0,307.0,138.0,1291.0,0.6,6559.0,7.0,5599.0,94.0,3199.0,2816.0
9983,1.5,521.0,482.0,319.0,103.0,1291.0,0.8,8468.0,10.0,5227.0,67.0,3358.0,2728.0
9984,1.0,277.0,262.0,236.0,94.0,852.0,0.8,4513.0,11.0,3417.0,45.0,2114.0,1984.0
9985,2.0,682.0,593.0,479.0,166.0,1637.0,0.4,9206.0,7.0,6915.0,125.0,4296.0,3680.0
9986,2.5,851.0,679.0,523.0,237.0,2246.0,1.9,12121.0,8.0,8543.0,147.0,5543.0,5005.0
9987,0.5,166.0,120.0,95.0,36.0,432.0,0.1,2323.0,8.0,1912.0,31.0,1102.0,938.0
9988,1.25,369.0,360.0,258.0,84.0,1076.0,0.8,5165.0,10.0,4577.0,79.0,2777.0,2415.0
9989,1.75,506.0,487.0,299.0,120.0,1564.0,0.6,10013.0,10.0,6589.0,91.0,3999.0,3553.0
9990,1.75,474.0,423.0,396.0,147.0,1448.0,0.4,7430.0,10.0,6237.0,89.0,3757.0,3342.0
9991,3.0,960.0,976.0,572.0,273.0,2654.0,1.5,15233.0,7.0,10403.0,124.0,6837.0,5202.0
9992,1.75,512.0,449.0,345.0,163.0,1568.0,1.1,8848.0,8.0,6808.0,103.0,3866.0,3481.0
9993,1.5,465.0,523.0,341.0,117.0,1280.0,0.5,7012.0,10.0,5370.0,92.0,3171.0,3061.0
9994,2.5,739.0,778.0,591.0,234.0,2073.0,1.1,10783.0,8.0,9357.0,146.0,5514.0,4619.0
9995,0.75,257.0,258.0,176.0,60.0,608.0,0.5,3811.0,11.0,2789.0,44.0,1645.0,1316.0
9996,1.25,349.0,357.0,293.0,97.0,1048.0,0.4,5199.0,8.0,4476.0,75.0,2826.0,2307.0
9997,0.75,209.0,187.0,131.0,49.0,673.0,0.3,3630.0,7.0,2705.0,47.0,1622.0,1394.0
9998,0.75,210.0,240.0,133.0,58.0,660.0,0.2,3166.0,8.0,2813.0,35.0,1620.0,1333.0
9999,2.5,846.0,780.0,534.0,171.0,2033.0,0.9,13100.0,11.0,8510.0,124.0,5491.0,5067.0
10000,2.5,785.0,605.0,549.0,214.0,2118.0,1.9,14091.0,7.0,9690.0,133.0,5656.0,4635.0
10001,0.5,164.0,118.0,109.0,45.0,453.0,0.2,2272.0,7.0,1784.0,31.0,1056.0,1031.0
10002,0.5,149.0,174.0,107.0,46.0,409.0,0.3,2129.0,7.0,1879.0,30.0,1084.0,948.0
10003,0.75,249.0,192.0,153.0,54.0,653.0,0.2,4349.0,7.0,2599.0,42.0,1615.0,1429.0
10004,1.75,581.0,452.0,412.0,115.0,1504.0,0.6,7960.0,7.0,6385.0,74.0,3849.0,3194.0
10005,1.75,581.0,541.0,330.0,147.0,1469.0,0.9,10060.0,8.0,6268.0,84.0,3917.0,3175.0
10006,3.0,857.0,835.0,613.0,268.0,2634.0,0.8,13394.0,10.0,11548.0,183.0,6517.0,6003.0
10007,1.75,546.0,434.0,416.0,144.0,1575.0,1.1,9094.0,11.0,6622.0,87.0,3678.0,3295.0
10008,0.5,153.0,119.0,105.0,35.0,414.0,0.2,2150.0,10.0,1775.0,31.0,1118.0,903.0
10009,1.5,407.0,382.0,259.0,98.0,1258.0,1.1,7656.0,11.0,5524.0,69.0,3238.0,2660.0
10010,2.0,637.0,567.0,432.0,134.0,1629.0,1.1,8943.0,7.0,7723.0,126.0,4423.0,3924.0
10011,1.75,514.0,485.0,310.0,142.0,1482.0,0.4,9109.0,11.0,6755.0,108.0,3769.0,3232.0
10012,1.75,589.0,475.0,396.0,116.0,1516.0,1.2,9523.0,7.0,6802.0,88.0,3688.0,3583.0
10013,2.0,679.0,498.0,394.0,132.0,1808.0,0.9,8252.0,8.0,7607.0,82.0,4282.0,3883.0
10014,2.5,792.0,772.0,437.0,199.0,2048.0,1.6,12555.0,10.0,8890.0,107.0,5250.0,5072.0
10015,2.0,567.0,630.0,474.0,190.0,1765.0,1.0,10256.0,10.0,7780.0,127.0,4310.0,3789.0
10016,2.0,680.0,652.0,342.0,180.0,1794.0,0.8,10706.0,7.0,6942.0,111.0,4355.0,3980.0
10017,1.0,274.0,299.0,175.0,67.0,856.0,0.4,5487.0,8.0,3493.0,49.0,2181.0,1902.0
10018,2.5,864.0,635.0,434.0,187.0,2080.0,1.4,11990.0,7.0,8545.0,123.0,5743.0,5043.0
10019,2.0,667.0,537.0,357.0,156.0,1730.0,1.4,8263.0,7.0,6941.0,100.0,4386.0,3619.0
10020,3.0,926.0,704.0,512.0,223.0,2477.0,1.0,16144.0,8.0,11115.0,135.0,6766.0,5484.0
10021,0.5,165.0,123.0,105.0,40.0,443.0,0.3,2211.0,11.0,1740.0,25.0,1056.0,1047.0
10022,1.0,341.0,323.0,227.0,85.0,847.0,0.7,5201.0,8.0,3853.0,62.0,2114.0,1958.0
10023,1.75,544.0,582.0,383.0,120.0,1473.0,0.6,9859.0,7.0,6366.0,72.0,3895.0,3593.0
10024,2.5,863.0,825.0,488.0,177.0,2192.0,1.6,13847.0,8.0,9320.0,103.0,5661.0,4872.0
10025,1.75,541.0,555.0,405.0,135.0,1570.0,1.0,9183.0,11.0,6387.0,93.0,3992.0,3113.0
10026,1.0,264.0,294.0,219.0,74.0,811.0,0.3,5637.0,10.0,3891.0,52.0,2132.0,2100.0
10027,1.25,334.0,414.0,266.0,88.0,1051.0,0.5,5856.0,8.0,4682.0,75.0,2833.0,2343.0
10028,1.75,476.0,535.0,328.0,161.0,1555.0,1.1,7660.0,7.0,6722.0,86.0,3889.0,3585.0
10029,1.5,397.0,446.0,327.0,107.0,1247.0,0.7,8276.0,11.0,5592.0,63.0,3167.0,2875.0
10030,3.0,1023.0,718.0,676.0,276.0,2607.0,1.7,16848.0,10.0,11358.0,138.0,6691.0,5280.0
10031,1.0,341.0,265.0,179.0,88.0,859.0,0.6,5091.0,11.0,3806.0,60.0,2101.0,2057.0
10032,2.5,824.0,601.0,432.0,226.0,2218.0,1.9,12646.0,7.0,8544.0,137.0,5716.0,4901.0
10033,1.0,321.0,321.0,175.0,88.0,888.0,0.2,4709.0,7.0,3522.0,63.0,2220.0,1882.0
10034,1.25,423.0,400.0,225.0,117.0,1032.0,0.5,5335.0,8.0,4380.0,50.0,2839.0,2396.0
10035,1.75,593.0,530.0,390.0,121.0,1566.0,0.9,9780.0,11.0,6394.0,75.0,3847.0,2994.0
10036,1.0,330.0,236.0,200.0,72.0,859.0,0.4,4531.0,11.0,3661.0,50.0,2133.0,1771.0
10037,2.0,627.0,697.0,437.0,135.0,1731.0,0.6,8938.0,11.0,6877.0,128.0,4488.0,3644.0
10038,1.0,315.0,262.0,183.0,73.0,889.0,0.4,4807.0,8.0,3750.0,41.0,2279.0,1768.0
10039,3.0,1049.0,948.0,634.0,239.0,2497.0,1.9,12314.0,11.0,11122.0,151.0,6673.0,5961.0
10040,2.0,686.0,602.0,431.0,150.0,1725.0,0.7,8702.0,10.0,7566.0,107.0,4406.0,3591.0
10041,2.5,843.0,640.0,571.0,229.0,2072.0,0.6,11872.0,8.0,8507.0,135.0,5724.0,5249.0
10042,3.0,830.0,749.0,676.0,243.0,2611.0,0.7,14074.0,8.0,11011.0,161.0,6463.0,5622.0
10043,1.25,350.0,436.0,218.0,93.0,1085.0,0.5,5876.0,7.0,4508.0,67.0,2816.0,2294.0
10044,1.25,331.0,303.0,250.0,109.0,1019.0,0.8,5328.0,10.0,4452.0,68.0,2663.0,2529.0
10045,2.0,669.0,525.0,417.0,142.0,1768.0,1.3,9282.0,8.0,7024.0,97.0,4553.0,3633.0
10046,1.5,506.0,361.0,259.0,130.0,1352.0,0.6,6559.0,7.0,5135.0,86.0,3338.0,3049.0
10047,0.75,255.0,204.0,175.0,49.0,628.0,0.5,4288.0,11.0,2854.0,33.0,1601.0,1400.0
10048,3.0,857.0,762.0,632.0,218.0,2716.0,1.6,15525.0,7.0,11534.0,140.0,6748.0,5831.0
10049,1.5,467.0,426.0,259.0,121.0,1241.0,0.6,7042.0,11.0,5799.0,84.0,3447.0,2682.0
10050,2.5,740.0,588.0,497.0,193.0,2056.0,1.7,12700.0,10.0,9148.0,128.0,5266.0,4960.0
10051,3.0,906.0,1021.0,715.0,243.0,2500.0,2.0,14847.0,11.0,11467.0,122.0,6442.0,6194.0
10052,2.5,681.0,614.0,593.0,205.0,2255.0,1.8,11722.0,11.0,9324.0,146.0,5727.0,4950.0
10053,3.0,831.0,866.0,606.0,236.0,2508.0,2.2,17251.0,8.0,11656.0,177.0,6701.0,6183.0
10054,2.0,554.0,567.0,419.0,172.0,1677.0,0.7,11003.0,10.0,7717.0,127.0,4505.0,3932.0
10055,3.0,957.0,826.0,554.0,203.0,2635.0,2.0,12849.0,8.0,10303.0,160.0,6771.0,5948.0
10056,2.5,821.0,847.0,522.0,186.0,2067.0,1.1,11510.0,7.0,9490.0,113.0,5324.0,4618.0
10057,2.5,656.0,757.0,428.0,166.0,2041.0,1.0,12846.0,7.0,8850.0,114.0,5470.0,5155.0
10058,1.5,426.0,488.0,336.0,99.0,1354.0,0.4,7941.0,8.0,5659.0,92.0,3172.0,2639.0
10059,3.0,836.0,919.0,562.0,284.0,2621.0,1.4,15919.0,11.0,10738.0,129.0,6470.0,5586.0
10060,1.0,327.0,285.0,217.0,74.0,882.0,0.2,4472.0,10.0,3584.0,56.0,2171.0,2071.0
10061,0.75,257.0,230.0,165.0,60.0,641.0,0.2,3456.0,8.0,2721.0,46.0,1705.0,1461.0
10062,1.75,533.0,422.0,397.0,126.0,1548.0,1.3,7891.0,11.0,6081.0,88.0,3913.0,3076.0
10063,3.0,991.0,880.0,631.0,238.0,2610.0,0.7,14887.0,10.0,10961.0,162.0,6474.0,5225.0
10064,2.0,534.0,466.0,404.0,189.0,1767.0,1.1,9987.0,7.0,7206.0,98.0,4379.0,3562.0
10065,1.25,380.0,399.0,222.0,106.0,1041.0,0.8,6985.0,7.0,4477.0,73.0,2764.0,2619.0
10066,2.5,734.0,587.0,436.0,164.0,2220.0,1.3,11125.0,11.0,9109.0,125.0,5641.0,5156.0
10067,0.5,167.0,164.0,98.0,34.0,432.0,0.2,2724.0,7.0,1703.0,22.0,1125.0,954.0
10068,2.0,643.0,488.0,443.0,155.0,1628.0,0.7,10984.0,11.0,7132.0,105.0,4226.0,4194.0
10069,0.5,172.0,169.0,92.0,34.0,417.0,0.3,2326.0,7.0,1863.0,26.0,1092.0,971.0
10070,3.0,945.0,780.0,677.0,268.0,2483.0,1.6,15191.0,11.0,10494.0,139.0,6692.0,5347.0
10071,1.0,312.0,303.0,192.0,86.0,822.0,0.7,4798.0,7.0,3845.0,52.0,2275.0,2049.0
10072,3.0,818.0,871.0,717.0,277.0,2559.0,2.4,14139.0,8.0,11251.0,169.0,6666.0,5656.0
10073,3.0,949.0,692.0,545.0,239.0,2466.0,2.2,16001.0,7.0,10329.0,158.0,6330.0,5907.0
10074,3.0,1044.0,892.0,638.0,227.0,2711.0,0.7,12995.0,11.0,10849.0,177.0,6379.0,5121.0
10075,2.0,665.0,523.0,358.0,130.0,1781.0,0.6,10165.0,8.0,7209.0,95.0,4591.0,4198.0
10076,0.5,164.0,166.0,103.0,36.0,422.0,0.2,2360.0,7.0,1747.0,28.0,1072.0,994.0
10077,0.75,201.0,256.0,165.0,55.0,643.0,0.4,3858.0,10.0,2807.0,43.0,1635.0,1316.0
10078,1.25,327.0,404.0,252.0,102.0,1053.0,0.3,6841.0,7.0,4486.0,72.0,2847.0,2162.0
10079,3.0,807.0,927.0,530.0,252.0,2621.0,1.2,16198.0,7.0,11399.0,182.0,6377.0,5128.0
10080,3.0,841.0,792.0,634.0,223.0,2688.0,1.8,12538.0,11.0,11645.0,185.0,6885.0,6084.0
10081,1.25,333.0,288.0,288.0,92.0,1029.0,0.6,5141.0,10.0,4430.0,61.0,2663.0,2580.0
10082,2.0,660.0,636.0,393.0,160.0,1807.0,0.8,10394.0,7.0,7605.0,82.0,4503.0,3859.0
10083,1.5,492.0,471.0,295.0,142.0,1303.0,1.1,7928.0,7.0,5804.0,84.0,3438.0,2962.0
10084,1.5,500.0,449.0,351.0,108.0,1267.0,1.0,6969.0,7.0,5834.0,85.0,3246.0,2942.0
10085,0.75,223.0,188.0,166.0,70.0,651.0,0.3,3693.0,7.0,2584.0,32.0,1597.0,1282.0
10086,0.5,162.0,167.0,106.0,46.0,436.0,0.3,2796.0,8.0,1758.0,25.0,1051.0,873.0
10087,1.5,446.0,387.0,295.0,116.0,1362.0,1.1,7638.0,7.0,5150.0,82.0,3213.0,2852.0
10088,3.0,829.0,834.0,656.0,251.0,2569.0,1.7,13834.0,11.0,11477.0,129.0,6379.0,5922.0
10089,1.75,463.0,495.0,330.0,141.0,1510.0,0.8,9002.0,11.0,6700.0,81.0,3701.0,3660.0
10090,1.25,367.0,391.0,272.0,88.0,1013.0,0.8,5551.0,11.0,4512.0,51.0,2785.0,2536.0
10091,0.5,151.0,175.0,88.0,33.0,438.0,0.3,2324.0,10.0,1909.0,31.0,1071.0,882.0
10092,3.0,935.0,956.0,571.0,249.0,2646.0,2.3,13837.0,11.0,10913.0,176.0,6472.0,6259.0
10093,2.0,671.0,646.0,473.0,184.0,1756.0,1.0,9250.0,10.0,7195.0,90.0,4394.0,3577.0
10094,1.5,429.0,362.0,290.0,122.0,1339.0,0.9,8172.0,8.0,5541.0,62.0,3441.0,3137.0
10095,1.75,508.0,600.0,302.0,141.0,1557.0,0.6,8451.0,11.0,6420.0,94.0,3941.0,3038.0
10096,2.0,696.0,644.0,423.0,131.0,1786.0,0.8,8789.0,8.0,7734.0,83.0,4467.0,4143.0
10097,0.75,260.0,203.0,157.0,69.0,626.0,0.5,4023.0,8.0,2688.0,36.0,1695.0,1559.0
10098,2.5,839.0,694.0,599.0,227.0,2166.0,0.6,12570.0,7.0,9509.0,119.0,5433.0,5245.0
10099,0.5,159.0,134.0,89.0,39.0,433.0,0.1,2294.0,8.0,1829.0,21.0,1142.0,935.0
10100,2.5,857.0,696.0,534.0,178.0,2032.0,1.2,11734.0,11.0,9671.0,145.0,5650.0,4638.0
10101,2.0,613.0,679.0,452.0,139.0,1774.0,1.4,9242.0,8.0,7251.0,99.0,4487.0,3817.0
10102,2.0,684.0,556.0,398.0,161.0,1698.0,0.7,10369.0,8.0,7273.0,110.0,4306.0,3809.0
10103,1.5,393.0,483.0,313.0,99.0,1297.0,0.3,7979.0,7.0,5720.0,73.0,3184.0,2609.0
10104,1.25,363.0,338.0,223.0,104.0,1077.0,0.5,5814.0,10.0,4425.0,65.0,2713.0,2404.0
10105,0.75,212.0,175.0,147.0,56.0,640.0,0.4,3554.0,8.0,2778.0,31.0,1622.0,1557.0
10106,0.5,149.0,135.0,115.0,45.0,420.0,0.4,2458.0,10.0,1708.0,28.0,1097.0,981.0
10107,1.5,524.0,520.0,295.0,113.0,1296.0,1.1,6428.0,10.0,5557.0,67.0,3344.0,2917.0
10108,1.25,344.0,346.0,221.0,118.0,1034.0,0.4,6847.0,8.0,4633.0,67.0,2707.0,2610.0
10109,1.25,344.0,429.0,265.0,109.0,1070.0,0.8,5642.0,10.0,4337.0,53.0,2855.0,2598.0
10110,1.5,422.0,367.0,307.0,102.0,1282.0,0.7,6795.0,10.0,5846.0,76.0,3320.0,2787.0
10111,1.75,504.0,597.0,323.0,139.0,1495.0,1.2,8236.0,7.0,6601.0,100.0,3901.0,3505.0
10112,2.0,614.0,594.0,394.0,138.0,1661.0,1.4,9994.0,7.0,7490.0,109.0,4576.0,3645.0
10113,1.5,522.0,451.0,334.0,119.0,1249.0,0.4,6282.0,11.0,5506.0,81.0,3331.0,2612.0
10114,3.0,900.0,730.0,626.0,233.0,2539.0,2.3,17180.0,8.0,11655.0,175.0,6663.0,6066.0
10115,0.75,256.0,236.0,151.0,58.0,622.0,0.3,3840.0,10.0,2706.0,46.0,1663.0,1500.0
10116,2.5,790.0,726.0,528.0,220.0,2128.0,2.0,12046.0,7.0,8652.0,153.0,5662.0,4605.0
10117,1.0,267.0,307.0,234.0,86.0,841.0,0.6,4982.0,10.0,3868.0,64.0,2238.0,1818.0
10118,0.75,210.0,181.0,130.0,71.0,610.0,0.3,3617.0,11.0,2572.0,46.0,1631.0,1571.0
10119,1.5,426.0,524.0,341.0,116.0,1347.0,1.2,6174.0,7.0,5446.0,73.0,3313.0,2929.0
10120,3.0,834.0,899.0,563.0,216.0,2608.0,0.6,13016.0,10.0,11065.0,175.0,6557.0,5140.0
10121,2.5,672.0,757.0,523.0,181.0,2232.0,1.0,12858.0,7.0,8930.0,144.0,5352.0,4805.0
10122,0.75,242.0,199.0,128.0,67.0,649.0,0.3,3577.0,8.0,2613.0,34.0,1646.0,1276.0
10123,1.5,407.0,491.0,279.0,131.0,1305.0,0.8,7799.0,8.0,5400.0,69.0,3179.0,3004.0
10124,1.75,523.0,470.0,363.0,129.0,1448.0,0.6,9116.0,11.0,6010.0,110.0,3985.0,3421.0
10125,2.5,721.0,838.0,517.0,221.0,2049.0,0.5,13021.0,7.0,9723.0,145.0,5271.0,4550.0
10126,1.5,427.0,392.0,269.0,119.0,1332.0,0.9,6929.0,11.0,5762.0,70.0,3372.0,2876.0
10127,1.25,342.0,409.0,224.0,106.0,1056.0,0.3,6630.0,8.0,4792.0,72.0,2757.0,2449.0
10128,1.75,461.0,533.0,334.0,165.0,1435.0,0.8,9183.0,10.0,6607.0,103.0,3689.0,3131.0
10129,1.25,407.0,431.0,258.0,117.0,1033.0,0.6,7115.0,10.0,4423.0,53.0,2869.0,2527.0
10130,0.75,208.0,234.0,140.0,62.0,645.0,0.5,3103.0,7.0,2742.0,31.0,1651.0,1498.0
10131,2.5,837.0,827.0,555.0,216.0,2177.0,1.2,11276.0,11.0,9657.0,105.0,5639.0,5133.0
10132,1.75,485.0,493.0,302.0,140.0,1557.0,1.2,8526.0,10.0,6341.0,94.0,3712.0,3338.0
10133,0.75,210.0,247.0,141.0,50.0,654.0,0.6,4010.0,10.0,2881.0,42.0,1585.0,1312.0
10134,1.0,327.0,230.0,173.0,87.0,898.0,0.3,5008.0,10.0,3801.0,57.0,2221.0,2072.0
10135,0.5,131.0,124.0,93.0,40.0,440.0,0.2,2710.0,7.0,1773.0,23.0,1071.0,929.0
10136,0.5,135.0,143.0,99.0,46.0,424.0,0.3,2105.0,10.0,1794.0,25.0,1145.0,986.0
10137,1.75,512.0,460.0,365.0,114.0,1499.0,0.7,9065.0,7.0,6463.0,73.0,4000.0,3143.0
10138,1.25,409.0,413.0,283.0,97.0,1090.0,0.7,7100.0,8.0,4533.0,78.0,2868.0,2220.0
10139,2.0,545.0,520.0,448.0,173.0,1642.0,0.5,10914.0,10.0,6981.0,115.0,4350.0,4124.0
10140,3.0,983.0,752.0,528.0,222.0,2623.0,1.6,15009.0,7.0,10507.0,163.0,6557.0,5298.0
10141,0.75,251.0,224.0,178.0,64.0,630.0,0.5,4147.0,7.0,2862.0,39.0,1679.0,1545.0
10142,1.0,316.0,293.0,186.0,91.0,904.0,0.5,5331.0,10.0,3610.0,41.0,2224.0,2006.0
10143,0.5,150.0,139.0,112.0,35.0,407.0,0.4,2416.0,11.0,1897.0,28.0,1086.0,911.0
10144,2.5,701.0,799.0,582.0,197.0,2148.0,1.3,12527.0,8.0,9679.0,156.0,5503.0,4647.0
10145,1.25,409.0,336.0,243.0,111.0,1080.0,0.8,6951.0,8.0,4791.0,75.0,2639.0,2409.0
10146,1.0,338.0,276.0,236.0,89.0,832.0,0.7,5545.0,10.0,3778.0,45.0,2161.0,1757.0
10147,2.5,709.0,636.0,543.0,221.0,2225.0,0.9,13982.0,7.0,9099.0,110.0,5379.0,5077.0
10148,2.5,705.0,616.0,450.0,196.0,2241.0,1.7,13636.0,10.0,9729.0,118.0,5467.0,4415.0
10149,2.5,829.0,831.0,531.0,202.0,2197.0,1.9,14170.0,10.0,9134.0,134.0,5344.0,4883.0
10150,1.0,319.0,288.0,232.0,71.0,840.0,0.3,5196.0,11.0,3728.0,46.0,2184.0,2042.0
10151,0.75,246.0,191.0,142.0,63.0,677.0,0.5,3932.0,8.0,2803.0,38.0,1634.0,1416.0
10152,3.0,1006.0,879.0,705.0,204.0,2595.0,0.7,17325.0,8.0,10618.0,172.0,6826.0,6006.0
10153,0.75,234.0,192.0,150.0,62.0,625.0,0.4,3119.0,11.0,2710.0,43.0,1591.0,1359.0
10154,1.25,417.0,365.0,294.0,107.0,1038.0,0.8,5879.0,8.0,4779.0,67.0,2673.0,2194.0
10155,0.75,202.0,245.0,141.0,56.0,677.0,0.4,3275.0,10.0,2670.0,45.0,1720.0,1552.0
10156,3.0,851.0,773.0,681.0,211.0,2535.0,1.8,15388.0,8.0,10357.0,122.0,6601.0,5279.0
10157,1.5,415.0,479.0,311.0,112.0,1241.0,1.0,7869.0,11.0,5532.0,75.0,3255.0,2647.0
10158,1.0,299.0,312.0,179.0,65.0,886.0,0.3,4461.0,8.0,3558.0,55.0,2204.0,1808.0
10159,3.0,865.0,762.0,553.0,279.0,2601.0,0.6,14407.0,10.0,10437.0,181.0,6542.0,5715.0
10160,1.5,395.0,455.0,307.0,111.0,1240.0,1.1,7023.0,11.0,5535.0,77.0,3258.0,2584.0
10161,3.0,783.0,828.0,695.0,209.0,2670.0,2.3,15133.0,10.0,10832.0,181.0,6773.0,5539.0
10162,3.0,852.0,722.0,556.0,269.0,2652.0,1.2,13326.0,8.0,11069.0,138.0,6469.0,6229.0
10163,2.0,682.0,631.0,464.0,159.0,1727.0,0.9,9992.0,10.0,7288.0,103.0,4535.0,3651.0
10164,0.75,234.0,191.0,163.0,60.0,667.0,0.4,3745.0,7.0,2611.0,45.0,1663.0,1541.0
10165,1.25,392.0,404.0,279.0,89.0,1059.0,0.8,6622.0,10.0,4625.0,71.0,2678.0,2190.0
10166,2.0,555.0,639.0,433.0,161.0,1666.0,1.2,11342.0,11.0,7686.0,103.0,4450.0,3990.0
10167,1.5,478.0,384.0,320.0,139.0,1298.0,1.0,7325.0,8.0,5118.0,92.0,3165.0,3079.0
10168,0.5,172.0,135.0,86.0,35.0,427.0,0.3,2201.0,10.0,1791.0,21.0,1097.0,1012.0
10169,0.75,225.0,175.0,161.0,50.0,643.0,0.3,4173.0,10.0,2866.0,45.0,1579.0,1550.0
10170,2.5,851.0,590.0,578.0,183.0,2091.0,1.7,11748.0,7.0,9353.0,137.0,5460.0,4703.0
10171,0.5,143.0,147.0,107.0,46.0,418.0,0.2,2114.0,8.0,1801.0,31.0,1139.0,1031.0
10172,2.0,660.0,579.0,394.0,134.0,1703.0,1.2,9294.0,10.0,7274.0,80.0,4270.0,3590.0
10173,1.25,391.0,330.0,264.0,91.0,1054.0,0.4,6623.0,11.0,4641.0,72.0,2854.0,2550.0
10174,0.5,167.0,127.0,95.0,44.0,418.0,0.2,2824.0,8.0,1889.0,30.0,1126.0,860.0
10175,2.5,710.0,617.0,444.0,234.0,2249.0,1.5,12816.0,10.0,9551.0,155.0,5591.0,4888.0
10176,0.5,171.0,133.0,101.0,35.0,453.0,0.1,2636.0,10.0,1753.0,27.0,1129.0,960.0
10177,0.75,249.0,184.0,159.0,52.0,673.0,0.5,3506.0,11.0,2668.0,34.0,1707.0,1292.0
10178,3.0,809.0,810.0,644.0,245.0,2639.0,2.4,14454.0,10.0,11106.0,166.0,6300.0,5835.0
10179,2.0,668.0,545.0,427.0,185.0,1642.0,0.9,10752.0,7.0,7247.0,95.0,4291.0,4124.0
10180,2.0,688.0,477.0,349.0,148.0,1766.0,0.6,9088.0,8.0,7331.0,110.0,4212.0,3405.0
10181,1.75,565.0,484.0,345.0,123.0,1423.0,1.1,8204.0,10.0,6161.0,98.0,3703.0,3544.0
10182,0.5,131.0,156.0,114.0,45.0,426.0,0.3,2055.0,10.0,1881.0,23.0,1059.0,951.0
10183,1.0,341.0,322.0,189.0,71.0,832.0,0.3,4819.0,11.0,3799.0,43.0,2296.0,1869.0
10184,0.75,198.0,183.0,128.0,61.0,612.0,0.5,3670.0,11.0,2584.0,34.0,1598.0,1574.0
10185,1.5,461.0,382.0,301.0,102.0,1351.0,0.3,7235.0,11.0,5183.0,89.0,3252.0,2659.0
10186,1.5,424.0,502.0,339.0,133.0,1300.0,0.6,8352.0,8.0,5685.0,96.0,3369.0,2922.0
10187,3.0,963.0,827.0,678.0,280.0,2705.0,0.8,14634.0,7.0,10751.0,181.0,6707.0,6207.0
10188,1.5,493.0,384.0,288.0,140.0,1317.0,0.6,7145.0,11.0,5523.0,62.0,3165.0,2610.0
10189,3.0,850.0,977.0,689.0,259.0,2716.0,2.3,14422.0,7.0,10959.0,165.0,6790.0,5130.0
10190,1.0,261.0,232.0,203.0,66.0,821.0,0.2,5373.0,11.0,3887.0,62.0,2150.0,2032.0
10191,2.5,827.0,853.0,441.0,186.0,2121.0,1.6,12852.0,7.0,8592.0,128.0,5385.0,4355.0
10192,2.0,562.0,657.0,341.0,134.0,1708.0,0.6,9132.0,8.0,7144.0,88.0,4444.0,3416.0
10193,2.0,523.0,506.0,445.0,172.0,1706.0,1.3,11575.0,7.0,7412.0,99.0,4332.0,3805.0
10194,1.0,316.0,302.0,177.0,73.0,847.0,0.8,4765.0,7.0,3595.0,48.0,2225.0,1728.0
10195,0.5,140.0,118.0,92.0,40.0,442.0,0.3,2324.0,11.0,1841.0,32.0,1084.0,902.0
10196,2.0,664.0,610.0,368.0,166.0,1780.0,1.1,10193.0,11.0,7646.0,95.0,4306.0,4123.0
10197,1.25,437.0,433.0,213.0,89.0,1068.0,1.0,6529.0,11.0,4319.0,63.0,2722.0,2482.0
10198,1.25,375.0,425.0,242.0,95.0,1039.0,0.9,6884.0,10.0,4634.0,58.0,2764.0,2426.0
10199,0.75,223.0,174.0,149.0,56.0,661.0,0.5,3972.0,7.0,2810.0,45.0,1584.0,1289.0
10200,2.5,752.0,623.0,596.0,168.0,2031.0,1.5,13252.0,11.0,9492.0,153.0,5296.0,4939.0
10201,2.5,829.0,837.0,449.0,236.0,2067.0,0.7,11633.0,8.0,9748.0,121.0,5551.0,4596.0
10202,1.0,300.0,282.0,227.0,70.0,890.0,0.5,5133.0,7.0,3444.0,46.0,2291.0,1930.0
10203,0.75,202.0,242.0,154.0,68.0,676.0,0.5,3993.0,7.0,2716.0,46.0,1702.0,1512.0
10204,1.5,500.0,446.0,350.0,108.0,1267.0,1.2,8485.0,8.0,5195.0,75.0,3167.0,2782.0
10205,1.75,562.0,486.0,299.0,138.0,1499.0,1.0,7661.0,10.0,6164.0,109.0,3871.0,3252.0
10206,2.5,853.0,734.0,575.0,179.0,2258.0,1.2,12173.0,7.0,9284.0,148.0,5297.0,4301.0
10207,3.0,827.0,780.0,554.0,260.0,2666.0,1.5,16535.0,7.0,11612.0,164.0,6738.0,5928.0
10208,1.25,394.0,296.0,273.0,91.0,1036.0,0.7,5234.0,8.0,4326.0,77.0,2796.0,2170.0
10209,0.75,225.0,179.0,153.0,53.0,642.0,0.3,3552.0,8.0,2641.0,45.0,1579.0,1533.0
10210,2.0,682.0,603.0,422.0,185.0,1764.0,1.5,11045.0,11.0,7609.0,87.0,4232.0,3750.0
