Cultivated area (hectares),Mixed tillage (Frequency),Other operations(Frequency),Seed(Kg),Seeding(Frequency),Urea chemical fertilizer (kg),Phosphate chemical fertilizer (kg),Potash chemical fertilizer (kg),Micronutrients(Kg),Carrying fertilizer and seeds (kg),Fertilizing(Frequency),Insecticide (liter),herbicide (liter),spraying(Frequency),cultivator(Frequency),Water Consumption(m3),Watering(Frequency),Harvesting(Frequency),Loading and unloading (kg),yield per hectare,Fuel consumption(lit),Electricity Consumption(kwh),Total of Carbon emission(calculated manually)(kg co2-eq),Carbon emission_Cool Farm Tool
1.5,1,2,508,1,437,280,99,13,1362,3,0.7,2.9,3,3,7565,11,3,5146,5146,71,3171,2832,4123.58
1.75,2,1,518,1,435,339,125,11,1478,3,0.6,3.4,3,0,8462,7,3,6475,6475,107,3751,3109,4583.1174
0.75,1,2,196,3,189,148,58,4,618,1,0.2,1.8,2,2,3880,8,4,2615,2615,39,1694,1561,2015.85
3,1,1,1018,3,743,519,204,19,2573,1,1.4,6,3,0,14542,11,3,11044,11044,176,6816,5532,7997.9804
1.5,1,2,398,2,380,284,126,8,1306,2,0.8,3.9,4,0,7075,11,1,5562,5562,67,3203,2848,3925.453
0.5,2,1,132,1,150,100,41,3,424,1,0.1,1,2,0,2517,7,2,1758,1758,22,1089,1024,1424.8564
2.5,2,2,846,2,867,481,211,18,2113,3,0.7,6,4,0,12441,10,3,9466,9466,154,5307,4508,7682.3312
1,1,1,328,3,348,220,82,7,845,1,0.3,2.9,4,2,4744,8,4,3612,3612,64,2133,1925,3115.4148
2.5,1,2,801,1,671,511,173,22,2200,3,1.4,7.4,4,2,12861,7,1,9662,9662,147,5625,4815,6917.7212
2,2,1,693,3,616,346,150,11,1667,3,1.4,4.6,3,0,8334,7,2,7482,7482,87,4352,3583,5716.0368
0.75,2,1,262,3,227,153,49,5,635,2,0.4,2.4,2,0,4315,11,2,2551,2551,34,1623,1432,2129.56
1.5,2,2,441,1,450,331,112,12,1275,3,0.5,3.6,2,1,7199,11,4,5247,5247,63,3445,2859,4322.4758
0.75,1,1,209,3,247,149,59,6,640,1,0.4,2.1,4,1,4165,7,2,2746,2746,33,1720,1298,2296.5
1.25,2,2,431,1,332,294,92,5,1094,3,0.8,4.2,3,0,6286,8,3,4334,4334,54,2775,2496,3386.3332
0.5,2,2,152,2,156,118,41,4,428,3,0.4,1.1,2,3,2335,7,1,1776,1776,21,1068,1018,1442.82
2,1,1,618,2,692,419,141,13,1682,3,0.4,5.8,2,2,10232,10,4,6992,6992,100,4533,3749,6184.3794
1.75,1,2,571,3,533,396,124,9,1427,1,0.5,4.9,3,1,8003,11,3,6526,6526,89,3863,3575,5046.0326
2,1,2,628,1,521,435,137,14,1819,3,1.4,6,3,2,11059,11,4,6804,6804,94,4296,3454,5281.1728
1.5,1,1,439,3,349,273,123,7,1350,2,0.8,3.1,2,0,6297,11,2,5257,5257,70,3174,3086,3749.7984
0.75,2,2,229,2,183,144,63,6,648,1,0.4,2.1,3,0,3345,11,1,2709,2709,38,1623,1307,1966.708
2.5,1,2,711,1,591,464,178,12,2175,2,1.9,7.6,2,1,12591,11,3,8599,8599,125,5504,4477,6414.7922
2,1,2,522,1,590,370,178,9,1626,2,0.9,6.6,4,2,9134,10,4,6923,6923,122,4562,3906,5882.0208
0.5,2,1,152,1,148,110,36,3,441,1,0.2,1.4,3,1,2499,8,1,1862,1862,25,1078,884,1426.4678
1,2,2,323,1,347,190,91,7,867,1,0.6,2.3,4,0,4120,7,1,3493,3493,55,2264,1911,3160.627
3,1,2,989,3,1021,718,264,27,2718,2,1.8,6.4,4,2,16973,11,4,10694,10694,139,6650,5447,9161.9466
2.5,2,1,792,2,697,582,221,15,2061,3,1.3,8.3,3,2,13033,10,2,8911,8911,114,5281,4480,6814.8196
2,1,1,535,2,656,348,134,14,1697,1,1.1,6.8,3,0,9539,8,4,7016,7016,90,4517,3482,5991.1698
1.5,2,1,408,2,415,290,142,11,1362,1,0.7,2.9,3,0,7161,8,3,5107,5107,83,3399,3024,4242.7382
2.5,1,1,740,3,622,583,173,19,2197,2,1.2,5.8,2,3,10325,8,4,9588,9588,146,5545,5193,6621.774
0.5,2,2,130,3,118,116,47,4,413,3,0.1,1.3,3,0,2682,7,2,1762,1762,32,1093,906,1334.0874
3,1,2,912,3,779,682,249,12,2498,3,1.4,6.3,2,2,12727,11,4,10456,10456,152,6811,5804,8149.9824
0.5,2,2,135,2,146,105,37,4,427,3,0.1,1.6,3,0,2693,11,4,1818,1818,21,1069,996,1401.8596
1,2,1,344,2,271,208,65,9,868,3,0.6,3.4,3,1,5605,8,1,3478,3478,59,2124,1957,2722.466
1.75,1,2,516,1,575,324,132,11,1434,2,0.5,5.6,2,0,10118,7,4,6423,6423,77,3755,3476,5143.2396
1.75,1,1,595,3,575,388,137,16,1578,2,0.7,3.7,4,1,9581,11,1,6763,6763,90,3718,3245,5177.3972
2.5,2,2,733,3,874,473,181,17,2062,2,0.6,8.4,2,1,12383,7,3,8643,8643,103,5702,5120,7731.1096
2.5,2,2,770,3,794,521,181,14,2268,3,1.3,5.8,4,1,10904,11,4,9548,9548,146,5420,4599,7355.5338
2,2,2,637,2,616,410,134,16,1710,3,0.5,3.6,3,0,10742,10,4,7564,7564,103,4487,3836,5805.1304
0.75,1,2,244,2,262,135,55,6,636,3,0.3,1.9,3,3,3801,11,4,2737,2737,37,1592,1377,2289.8352
3,1,2,904,3,862,514,267,15,2548,1,0.7,6.4,3,2,13219,10,4,11484,11484,176,6650,5864,8526.1348
1.25,1,2,345,3,407,256,112,9,1082,3,0.8,3.2,3,2,6193,7,1,4818,4818,57,2854,2619,3791.9546
2,2,2,658,2,657,433,145,10,1629,1,0.4,4.8,4,1,9529,8,3,7062,7062,96,4353,4128,5930.8108
0.5,1,2,133,3,174,90,40,3,415,2,0.3,1.1,3,2,2416,7,2,1723,1723,27,1055,892,1539.8232
0.5,2,1,154,1,137,114,46,3,454,3,0.3,1.7,4,2,2210,11,4,1744,1744,23,1080,911,1397.38
3,1,1,1000,1,1017,676,246,19,2564,3,1.7,7.9,2,0,16650,8,4,11215,11215,122,6674,5336,9071.868
1,1,2,267,1,319,181,71,5,859,3,0.4,3.3,2,3,4231,8,3,3813,3813,58,2273,1962,3010.9292
1,1,1,336,2,256,238,81,6,900,3,0.3,2.3,4,2,5328,8,4,3890,3890,51,2162,1891,2669.4986
1.5,2,2,475,3,369,327,112,13,1330,3,0.3,3.5,4,0,7644,7,2,5806,5806,72,3156,3092,3842.2448
1,1,1,324,3,249,175,84,6,821,3,0.5,3.3,3,3,4519,8,3,3669,3669,58,2279,1921,2724.1758
0.5,2,1,171,1,129,89,35,4,417,3,0.2,1.3,4,3,2447,11,3,1827,1827,30,1134,946,1391.0044
1.25,1,1,414,3,355,296,110,7,1078,1,0.6,3.6,4,3,5176,10,3,4521,4521,77,2870,2605,3638.3852
0.75,2,2,257,3,229,160,52,4,620,3,0.2,1.5,2,0,4164,10,4,2659,2659,44,1676,1455,2192.8488
1.5,1,2,395,3,443,317,122,8,1290,2,1.1,3.4,3,2,8378,10,4,5164,5164,83,3372,2784,4338.9616
0.75,1,2,200,3,225,154,63,6,676,2,0.3,1.4,4,1,3294,11,3,2560,2560,36,1642,1402,2162.5578
1.5,2,1,457,2,354,306,142,8,1241,3,0.9,3.8,4,2,8403,8,2,5795,5795,62,3162,3134,3793.6466
1.75,2,1,487,1,435,394,157,9,1459,2,1.2,4.2,2,0,9353,10,4,6635,6635,110,3910,3464,4730.2716
2,1,2,673,1,558,375,147,11,1803,3,0.9,4.8,2,0,8532,7,2,7604,7604,119,4502,3927,5621.3774
0.75,1,1,208,2,250,134,61,4,631,3,0.2,1.8,2,0,3767,10,1,2687,2687,48,1658,1430,2303.0664
0.5,1,2,136,3,162,85,35,3,437,1,0.4,1.3,3,0,2365,11,3,1781,1781,23,1126,899,1507.168
1.25,1,2,333,3,415,251,116,7,1033,2,0.4,4.1,4,2,6319,8,2,4535,4535,74,2826,2171,3883.5918
1,2,1,331,3,322,219,84,5,827,1,0.6,2,2,1,5329,8,3,3666,3666,61,2190,1874,2999.9178
1.25,1,1,437,2,360,233,91,10,1046,2,0.6,4,2,1,7146,10,2,4800,4800,57,2627,2254,3423.9922
0.75,1,1,232,1,183,151,62,6,658,2,0.6,2,2,0,3895,11,3,2589,2589,38,1652,1475,1974.305
0.5,1,1,171,2,131,117,37,2,417,3,0.1,1.4,4,0,2549,11,4,1799,1799,24,1130,923,1383.9908
1.5,2,1,423,3,417,307,134,6,1357,1,0.8,4.6,2,1,6567,10,3,5276,5276,91,3322,2716,4233.5354
2,2,1,604,1,575,340,178,11,1745,1,1.5,6.5,4,3,10815,8,4,7592,7592,88,4314,3841,5577.257
1,1,1,302,2,337,224,82,7,869,2,0.3,2.4,4,0,4338,10,2,3812,3812,61,2162,2085,3067.7336
0.75,2,1,236,1,185,152,58,4,632,2,0.2,1.8,3,0,4208,7,1,2653,2653,41,1699,1453,2015.5956
0.5,1,1,138,1,115,114,42,4,449,2,0.3,1.3,2,2,2365,8,1,1773,1773,23,1105,852,1285.539
3,2,2,792,2,1000,636,214,19,2469,1,2.3,10.1,3,1,16184,11,3,11614,11614,134,6676,5623,9021.8988
1.75,1,1,581,2,561,329,140,12,1465,3,0.8,5.5,3,2,8445,10,2,6446,6446,80,3998,2990,5241.869
3,1,2,946,3,884,568,284,20,2674,2,1.1,8,2,1,14109,8,2,10890,10890,124,6774,5837,8567.3538
0.5,1,1,173,2,130,110,44,3,434,3,0.3,1.4,3,3,2104,8,2,1802,1802,29,1082,919,1371.3328
2,2,2,680,3,495,473,145,14,1716,2,0.6,5.1,4,1,10049,11,3,7711,7711,100,4569,3465,5335.6948
0.5,2,1,132,3,119,103,33,3,417,3,0.3,0.9,4,1,2341,10,1,1871,1871,24,1128,924,1319.6772
1,2,1,330,2,297,214,65,7,877,2,0.2,3.1,2,0,5592,11,2,3422,3422,49,2143,1924,2804.3234
2,2,2,527,3,655,393,147,16,1801,1,0.6,6.2,3,2,8734,10,3,6906,6906,94,4227,3772,5852.8978
3,1,1,850,2,753,677,274,27,2650,3,1.3,6.7,4,0,15470,7,1,11004,11004,184,6859,5949,8211.296
3,1,2,1044,1,920,539,275,20,2616,3,1.5,6.9,2,2,14105,8,3,10644,10644,150,6542,5548,8665.696
1.25,2,1,435,1,342,267,113,6,1073,3,1,3.6,4,2,6609,11,4,4708,4708,70,2719,2493,3482.2108
1,2,1,323,1,301,214,94,9,898,3,0.7,2.7,4,1,5557,7,2,3676,3676,43,2223,1960,2903.9334
1,2,2,295,3,257,179,87,5,890,1,0.5,2.2,3,2,5465,7,3,3822,3822,48,2216,1985,2689.724
1.25,2,1,364,1,337,233,99,11,1032,2,0.5,3.7,3,2,6513,8,3,4427,4427,56,2860,2226,3458.0696
0.75,1,2,252,1,259,135,56,6,610,2,0.4,2.3,2,0,3773,8,2,2660,2660,34,1629,1506,2284.3226
1,1,1,307,3,310,188,88,7,895,3,0.6,2.3,3,0,5194,10,3,3539,3539,44,2262,1887,2945.5428
1.5,1,2,455,1,469,311,115,8,1251,3,1.2,4.6,3,2,7717,7,3,5422,5422,70,3280,2784,4368.0984
1.5,1,2,431,1,361,262,128,11,1294,3,0.4,4.9,3,0,8618,7,3,5291,5291,68,3206,2767,3842.0276
0.75,1,1,246,3,211,160,49,4,624,1,0.4,1.4,4,2,4092,10,1,2641,2641,42,1723,1413,2144.7154
1,2,2,277,2,270,202,66,5,878,3,0.6,2.5,4,2,5495,10,1,3457,3457,41,2267,2040,2740.237
3,2,1,903,2,881,684,207,14,2478,2,0.8,8.2,4,1,16656,7,3,10580,10580,166,6658,5632,8545.1422
2,1,2,571,2,644,392,145,12,1656,3,0.9,3.9,3,3,11177,7,3,7407,7407,124,4543,4090,6047.4604
1.25,2,1,405,2,399,254,86,7,1132,2,0.8,3.7,4,3,7218,7,2,4571,4571,51,2653,2394,3606.9216
1.5,1,1,441,3,361,308,115,12,1357,2,0.4,2.7,2,1,7017,11,2,5158,5158,70,3162,2671,3782.2384
1.25,1,1,334,1,424,253,99,11,1053,3,0.9,3.2,4,0,5157,10,3,4410,4410,78,2705,2158,3845.5784
2,1,1,588,1,626,371,143,12,1741,3,0.5,5.2,4,0,9592,7,1,7093,7093,122,4212,3929,5792.6574
3,2,1,804,2,895,589,273,22,2641,2,1,9.2,3,1,15231,11,2,11289,11289,161,6518,5857,8599.8152
1.5,1,2,465,2,467,359,103,7,1292,3,1,3.1,4,2,6421,11,4,5827,5827,67,3289,2795,4335.1432
2,2,2,699,2,685,444,147,11,1683,2,1.3,6.5,4,2,10769,10,1,7534,7534,86,4507,3482,6137.4248
1.5,2,1,441,3,466,333,132,6,1363,1,0.4,3.1,2,0,6747,10,4,5445,5445,66,3332,2599,4364.3654
3,1,2,1042,1,720,713,222,23,2551,3,1.9,9.2,3,3,12411,8,3,11572,11572,185,6363,5592,7750.3682
2.5,1,2,787,2,806,534,217,18,2215,2,0.5,4.8,4,0,12689,11,1,8843,8843,137,5480,4280,7446.4788
2.5,1,1,737,2,823,507,178,19,2051,1,1.1,7.4,4,2,11776,11,2,9528,9528,146,5342,4498,7451.9492
1.75,2,2,492,2,610,416,139,9,1424,2,1.4,5.1,3,2,9625,11,3,6530,6530,87,3809,3310,5391.392
1.75,2,1,578,3,440,375,141,13,1475,1,0.4,3.5,4,1,8945,10,4,6414,6414,88,3748,3415,4576.522
2,2,2,531,2,694,355,152,17,1681,3,0.5,4.4,4,3,10696,8,3,7717,7717,117,4298,3758,6134.5952
1.5,2,2,470,1,419,287,108,13,1263,1,0.5,4.5,3,2,8293,11,2,5574,5574,70,3176,2831,4066.9026
3,2,2,1017,2,866,679,195,20,2536,2,1.9,7.4,4,2,12740,8,3,10628,10628,172,6643,6011,8474.583
2,1,1,554,1,607,345,189,8,1697,3,0.7,6.7,2,3,10628,7,3,6961,6961,94,4529,4145,5848.5426
0.5,1,2,162,1,131,101,35,4,423,2,0.3,1,2,3,2650,10,4,1820,1820,22,1121,999,1350.365
1,2,2,284,1,333,208,95,8,812,1,0.5,3.2,3,3,5034,8,2,3860,3860,62,2236,1851,3109.6218
0.75,1,2,211,2,194,172,53,7,622,2,0.3,2.2,4,3,4124,10,2,2873,2873,36,1661,1553,2028.1738
0.5,2,1,134,2,123,93,45,4,448,2,0.2,1.3,3,1,2889,10,1,1701,1701,24,1108,863,1336.3628
0.5,2,2,136,2,150,88,43,4,444,2,0.3,1.1,3,3,2881,10,1,1881,1881,29,1097,929,1464.1952
1.5,1,2,484,1,524,289,101,10,1328,3,0.5,4.8,4,0,8274,8,3,5821,5821,93,3242,2629,4650.9278
2,2,1,576,2,536,428,171,16,1760,3,0.7,5.1,2,3,10244,7,1,6991,6991,96,4557,3900,5517.1518
0.75,1,1,259,2,220,129,68,4,620,1,0.5,1.4,3,1,3887,10,3,2610,2610,31,1669,1344,2137.2214
3,1,2,968,3,721,566,284,25,2679,3,1.7,7,4,1,15734,10,1,11590,11590,147,6795,5582,7927.8588
2.5,2,1,796,3,870,593,228,19,2218,1,1.7,6.2,3,2,12494,8,3,8886,8886,136,5323,4655,7683.3028
1.5,1,1,500,1,355,273,132,13,1229,3,0.9,4,4,2,8296,8,3,5581,5581,79,3370,3018,3949.3352
3,2,1,830,3,964,690,278,23,2605,3,1.4,7.6,3,2,15784,10,1,10277,10277,186,6559,5227,9016.2908
0.75,2,2,205,3,231,172,69,6,641,3,0.3,1.8,2,0,3234,8,2,2624,2624,42,1593,1459,2177.9638
1.75,1,2,547,1,591,328,145,11,1529,1,1,4.9,3,1,9756,7,2,6321,6321,110,3963,3018,5455.6162
2,1,1,687,2,668,380,136,13,1798,2,1.4,5.4,2,1,9972,10,4,7328,7328,83,4418,3878,5957.3224
0.75,2,2,226,1,203,141,70,5,627,3,0.4,2.4,4,2,3679,8,3,2834,2834,42,1670,1303,2115.3258
1.75,1,1,461,3,520,318,133,16,1468,2,0.9,5.7,2,1,8971,11,2,6601,6601,111,3992,3452,5134.2232
0.5,1,1,153,3,151,89,43,2,428,2,0.3,1.1,4,2,2501,11,1,1840,1840,28,1071,963,1460.0592
1.5,1,1,501,3,418,360,131,8,1361,2,0.8,3.1,2,3,6503,7,2,5321,5321,86,3280,2916,4186.5036
0.75,1,2,233,1,220,164,64,6,668,3,0.3,2.4,2,3,3693,8,3,2867,2867,33,1683,1469,2146.9506
0.5,1,1,140,2,122,113,39,4,455,1,0.3,1.5,2,0,2312,10,2,1937,1937,28,1096,892,1325.6294
2.5,1,1,860,2,662,584,179,20,2200,2,0.6,4.8,3,2,11887,8,2,8835,8835,113,5258,5246,6546.5244
2,1,2,659,1,653,373,148,16,1721,2,0.9,5.4,4,3,10454,10,1,7323,7323,93,4517,3936,6001.7148
3,2,1,1043,2,902,586,282,18,2649,2,2.3,9.1,3,3,13267,8,1,10409,10409,165,6888,5499,8867.1994
0.75,1,2,221,3,203,160,56,4,647,3,0.3,2,3,0,3349,8,3,2620,2620,37,1685,1286,2077.5178
1.25,2,2,397,1,288,256,111,11,1039,3,0.8,3.5,4,3,7202,11,1,4499,4499,61,2684,2501,3184.8234
1,1,1,317,1,275,206,90,8,819,3,0.5,2.5,4,3,4675,11,1,3851,3851,51,2239,2061,2810.065
3,1,1,949,1,915,523,262,23,2641,3,2.3,6.2,3,3,16825,10,1,10703,10703,167,6887,5550,8874.571
2.5,1,2,822,3,690,515,232,20,2073,1,0.6,6.7,3,2,11504,11,4,9510,9510,142,5283,4668,6859.2168
0.5,2,2,149,1,122,105,46,3,428,3,0.4,1.2,2,2,2595,7,4,1915,1915,27,1106,1013,1334.957
2.5,2,2,654,2,733,487,203,21,2090,3,1.2,5.5,2,1,10653,7,4,8879,8879,135,5431,4532,7057.2896
0.5,1,2,165,1,124,102,47,2,439,2,0.1,1.5,4,0,2646,8,3,1811,1811,29,1097,1050,1363.1802
1.5,2,2,419,3,348,343,141,10,1266,2,0.4,3.9,3,2,6787,10,3,5302,5302,94,3415,3053,3991.6904
3,2,2,1035,2,703,688,281,20,2567,2,2.2,7.1,4,0,17144,11,1,10613,10613,154,6442,5155,7689.6618
1.5,1,1,497,2,505,267,126,13,1310,3,0.9,2.9,4,3,7244,10,1,5543,5543,89,3180,2667,4537.3468
1,1,1,296,2,326,233,66,8,893,2,0.6,2.8,2,3,4339,11,4,3873,3873,50,2146,2038,2944.0458
0.5,2,1,135,3,138,95,35,3,421,2,0.4,1.4,3,0,2538,7,4,1845,1845,29,1144,985,1428.8626
3,1,1,1043,3,706,539,251,16,2653,1,1.2,5.5,3,3,17219,11,4,11429,11429,142,6679,5856,7708.9668
1.5,1,1,415,1,388,281,132,8,1319,3,1.1,4.1,4,2,8591,8,3,5621,5621,67,3396,3058,4078.6942
