Cultivated area (hec),Tillage (frequency),Operations (frequency),Seed (Kg),Seeding (frequency),Urea (kg),Phosphate  (kg),Potash (kg),Micronutrients (Kg),Carrying (kg),Fertilizing (frequency),Insecticide (lit),Herbicide (lit),Spraying (frequency),Cultivator (frequency),Water (m3),Irrigation (frequency),Harvesting (frequency),Loading & unloading (kg),yield (kg),Diesel (lit),Electricity (kwh),Calculated carbon emission (kg co2-eq),Carbon emission-CFT (kg co2-eq)
1.25,1,2,18,2,9,241,2,5,275,3,7,2.3,2,2,8854,8,5,16803,16803,99,6860,3581,4199
0.75,1,1,5,2,6,151,1.4,1,152,3,3,1.7,1,1,5881,6,3,9725,9725,36,3669,2092,2209
2.5,2,2,35,2,21,463,9.1,6,491,1,9,6.2,2,1,17883,6,4,33274,33274,163,12045,6639,7363
3,2,1,25,1,11,549,8.4,19,621,1,9,6.2,2,1,24564,9,4,35350,35350,158,14152,9591,8527
2.5,1,2,21,3,5,507,1.6,10,501,3,9,6,2,1,21222,6,4,33197,33197,130,14277,7692,8468
0.5,2,1,7,1,3,104,0.8,4,105,3,2,1.1,2,2,4141,6,5,5944,5944,33,2740,1536,1658
0.75,1,2,8,1,5,146,2.5,3,154,2,3,1.5,1,1,6365,5,6,8323,8323,42,3851,2371,2318
2.5,1,2,27,3,11,516,10.9,16,476,1,9,5.1,2,2,19431,5,6,30294,30294,189,12886,6080,7922
1.5,2,2,19,2,8,271,2.2,10,307,1,5,3.7,2,1,12710,5,4,19439,19439,83,8579,3728,5073
1.5,1,2,15,3,4,311,7.1,0,323,2,6,3.2,2,2,10824,5,3,16952,16952,72,8320,3870,4940
0.5,2,1,4,1,4,101,0.6,2,108,2,3,1.2,1,1,3710,9,3,5446,5446,35,2373,1501,1478
1.5,1,2,14,1,8,284,5,7,302,3,7,3.6,1,2,11533,5,3,18766,18766,117,7454,3532,4615
1.25,1,1,10,2,3,267,4,2,258,3,6,2.4,2,2,9001,8,5,16635,16635,61,6678,2886,3999
3,2,2,41,1,18,602,4.4,11,658,3,15,7.6,2,2,23841,6,3,36843,36843,175,15500,7843,9398
1.5,2,2,20,1,9,269,4,11,313,2,7,3.7,2,1,11504,9,3,18595,18595,87,7719,3456,4649
1.75,1,1,18,1,9,332,7.3,1,346,2,9,4,2,1,12898,8,3,23475,23475,88,9583,4565,5705
1.75,2,1,16,3,6,356,7.8,8,367,1,9,3.8,2,1,12471,7,3,23108,23108,96,10150,5200,6047
2.5,1,1,25,3,22,539,11.4,2,516,2,8,5,2,1,19300,7,3,30368,30368,179,14008,7857,8490
1.25,2,2,17,3,9,223,0.3,9,245,2,4,2.4,1,1,9367,8,4,14267,14267,70,6500,3660,3879
1.5,1,2,10,2,11,302,3.5,8,310,1,7,2.8,1,1,12228,9,4,16705,16705,110,7998,4636,4888
3,2,2,36,2,27,589,9.5,7,621,2,13,6.4,1,2,22930,8,6,40191,40191,177,14783,9482,8989
2,2,2,21,1,12,362,7.7,4,375,3,8,4.7,2,1,16058,7,5,26279,26279,109,9991,5927,6008
1,2,1,15,3,3,203,4.2,6,199,3,5,1.9,2,1,7182,7,3,12208,12208,53,5566,2626,3323
3,2,2,31,3,23,585,14.6,23,593,3,11,7.4,2,2,24614,8,3,38056,38056,174,15571,9595,9381
3,1,1,32,1,10,552,13.2,4,611,2,11,6.7,1,2,21761,6,6,35267,35267,184,15191,8872,9179
1,2,2,12,1,6,186,4.7,2,208,3,3,2.5,2,1,8222,7,6,11673,11673,57,5421,3115,3232
1.75,1,2,16,3,11,335,2,3,352,1,7,3.5,1,1,14776,7,4,21010,21010,99,9709,4752,5787
3,2,2,38,2,15,608,3.6,1,569,3,11,7.3,1,1,21421,7,3,33173,33173,145,14274,8466,8628
2.5,1,2,28,3,25,533,10.6,15,532,3,10,5.7,1,1,17797,7,5,26738,26738,163,13144,7817,8004
2.5,2,1,30,2,24,532,2,11,527,1,9,5.6,2,2,19170,6,6,30002,30002,169,12437,7318,7641
1.5,2,2,15,1,13,296,7.3,7,321,1,8,3.1,2,1,10983,6,4,17444,17444,83,7816,4300,4714
1.25,1,1,9,2,9,242,4.8,2,268,2,6,2.5,1,2,9137,8,5,15675,15675,99,6615,3768,4064
1.25,1,1,8,2,6,235,3.4,10,248,1,5,3.2,2,2,9537,9,6,16612,16612,83,6952,3033,4183
1,1,2,8,2,5,188,3.3,0,211,2,5,2,2,1,7299,5,3,12831,12831,50,4728,2959,2861
3,1,2,29,1,10,600,8.4,0,659,2,9,7.1,2,2,21359,5,3,38532,38532,218,14217,9387,8800
2.5,1,1,25,1,23,538,4.4,13,537,3,10,4.5,2,1,18248,8,6,32123,32123,159,14021,7887,8447
0.5,1,2,3,1,1,97,0.1,4,103,3,2,1.2,1,1,3724,9,4,6268,6268,28,2363,1277,1439
0.75,1,1,11,1,3,159,1.7,6,150,2,3,1.4,2,2,5489,5,4,8667,8667,58,4270,2282,2598
3,2,2,26,2,24,628,0.5,8,603,2,10,6.5,2,2,24853,9,4,33298,33298,213,17329,8912,10447
1,2,1,11,3,7,212,4.7,3,210,1,4,2.6,1,1,7890,7,5,10565,10565,72,4875,3174,3024
2,1,1,16,1,10,390,0.2,11,430,2,7,4.4,2,2,16268,7,4,26021,26021,102,9639,5256,5813
2,2,2,19,3,19,427,0.3,11,391,2,9,4.3,1,2,14218,7,4,26912,26912,154,9282,4892,5836
1.5,1,2,15,3,11,291,3.3,1,297,3,6,3.4,2,2,11726,7,5,15788,15788,102,8303,3495,5010
0.75,2,1,11,2,7,154,1.9,2,161,2,3,1.8,2,1,5322,8,5,8155,8155,43,3478,2049,2134
1.25,2,2,12,1,11,267,5.4,8,237,2,4,3,2,1,9338,7,5,13890,13890,71,6270,3817,3804
1.5,2,2,10,1,12,287,6.6,4,306,1,6,2.8,1,1,11769,8,3,18148,18148,90,7554,4450,4570
1.25,2,1,9,2,3,234,5,7,252,3,4,2.3,2,2,10628,5,6,13926,13926,72,6617,3539,3955
0.75,2,1,5,1,2,157,1,2,144,2,4,1.8,2,1,5773,7,6,8758,8758,52,4082,1877,2491
3,1,1,23,1,13,580,0.8,5,597,2,14,7.4,1,2,21521,8,4,32683,32683,238,14333,7207,8953
1.25,2,1,12,3,8,252,4.7,8,240,3,7,2.4,2,1,9717,7,5,13279,13279,80,5936,3403,3665
2,2,2,17,2,18,386,8.3,13,425,2,9,4.9,2,2,14326,5,4,26054,26054,118,9923,5634,6031
1.25,2,2,15,3,3,230,0.6,9,268,2,5,2.5,2,1,9176,5,6,13714,13714,97,6593,3842,4028
1,2,1,8,1,3,193,3.7,5,192,2,5,2.6,1,1,7409,6,6,12573,12573,80,4737,2456,2969
0.5,1,1,6,1,4,106,0.3,3,102,2,2,1,2,1,3951,6,6,5307,5307,32,2629,1166,1597
1.75,2,1,11,3,11,339,8.7,0,363,1,6,3.3,2,2,14891,6,3,18921,18921,90,9511,5028,5647
2,1,2,14,3,7,381,3.2,6,436,1,8,3.8,2,1,16473,5,3,26074,26074,151,10745,5251,6544
0.5,1,2,7,3,3,93,1.5,2,100,3,2,1.1,2,1,3973,7,3,5665,5665,37,2842,1534,1715
1.5,2,1,10,1,9,271,2.3,4,291,1,7,3.4,1,2,12690,7,4,16246,16246,108,7627,4343,4665
2,1,2,23,3,12,403,4.1,2,413,3,9,4.8,2,1,15904,8,3,23138,23138,137,9911,5033,6097
0.5,1,1,7,1,1,90,2.3,2,109,3,2,0.9,2,1,4123,6,4,5469,5469,39,2751,1487,1669
3,1,1,25,3,18,584,13.1,11,604,1,12,6.7,1,2,25294,5,3,35036,35036,150,17235,6943,10183
1.75,1,1,20,1,5,315,8.2,12,383,2,5,4.5,1,1,14330,8,4,19830,19830,98,8722,4041,5239
1.25,1,2,9,3,11,249,2.5,4,246,1,5,2.3,1,2,10143,5,5,15186,15186,75,7032,3625,4204
0.75,2,1,8,2,4,147,3.4,2,151,1,4,1.8,2,1,5367,9,3,9874,9874,38,4251,1911,2528
3,2,1,37,2,10,555,2,24,628,1,13,7.4,2,2,22568,9,5,32436,32436,153,17165,9525,10146
2.5,2,2,36,3,7,465,8.3,3,512,2,13,4.6,2,1,21303,8,4,30623,30623,181,14251,7520,8602
1.25,2,2,10,2,7,251,0.1,4,269,3,6,3.2,2,2,8850,9,4,15140,15140,72,6390,2909,3875
3,1,2,32,2,9,592,14.7,20,636,1,14,6.4,2,1,22685,6,5,37879,37879,176,16938,8771,10130
0.5,2,1,4,3,2,90,1.5,2,95,2,2,1.3,1,2,3824,7,5,6697,6697,26,2533,1326,1517
1,2,1,9,2,10,198,4.2,3,206,3,4,2.4,2,1,7935,5,6,10594,10594,62,4859,2819,2970
1.25,2,2,12,1,3,255,4.7,1,269,3,4,3,2,2,9809,6,3,14816,14816,83,6309,3075,3851
0.5,1,1,6,3,3,90,1.3,1,101,1,2,1.2,1,1,3533,7,6,6160,6160,28,2585,1569,1550
0.5,2,2,6,2,4,107,2.3,2,99,3,3,1.1,2,2,3879,8,5,5386,5386,28,2346,1205,1447
0.75,2,1,5,2,4,141,2.9,2,156,3,3,1.9,1,1,6284,8,3,8364,8364,49,4117,1734,2479
2,2,1,15,3,18,418,4.4,1,422,1,11,3.7,2,1,14334,5,6,22907,22907,105,10263,5399,6203
2.5,2,2,33,1,11,463,10.8,13,548,1,12,5.3,2,1,21226,5,5,32843,32843,148,14360,7070,8551
3,1,1,22,3,22,585,14.7,24,656,2,10,5.6,2,2,21162,6,3,35527,35527,232,15288,8731,9390
1,1,2,13,2,4,207,3.7,2,194,3,5,2.5,1,1,7432,7,5,13267,13267,57,4726,2729,2902
2.5,1,2,20,1,10,464,7,5,512,2,8,5,2,2,17623,8,5,33026,33026,131,11673,7334,7049
1.5,1,2,22,1,15,298,0.7,9,291,3,5,2.8,2,2,11609,5,6,16168,16168,74,8480,4220,5008
1,2,1,11,3,10,207,3.2,7,209,1,5,2.4,1,2,8192,6,3,12312,12312,77,4639,2965,2918
0.75,2,2,9,1,3,145,2,2,146,3,4,1.8,1,2,5688,6,4,9273,9273,53,4054,1883,2469
0.75,1,2,6,2,4,153,2,4,157,2,3,1.9,2,2,6187,9,5,9962,9962,51,3618,1793,2233
0.75,1,2,5,2,5,147,3.4,1,143,1,4,1.5,2,2,5552,9,4,8221,8221,47,3466,1989,2141
1.75,1,2,22,2,11,339,3.6,13,356,2,7,3.8,1,2,12412,6,3,18909,18909,84,9795,4440,5791
2,2,1,17,1,11,383,6.5,8,379,1,7,4.5,2,2,16185,9,5,25385,25385,115,11071,5009,6601
1.75,2,2,11,2,4,334,6.4,3,383,3,8,4.3,2,2,14631,7,3,19140,19140,103,9241,4583,5568
0.75,2,2,10,2,7,146,1.3,2,143,2,3,1.5,2,1,5288,6,5,9532,9532,51,3636,2079,2233
1.5,1,2,18,1,13,302,4.9,9,285,3,6,3.8,1,1,11946,9,3,18445,18445,116,8114,3644,4967
1,2,2,10,2,8,213,4.2,5,200,3,5,2.5,2,2,7116,5,3,11429,11429,59,5691,2722,3421
3,1,2,22,2,28,552,14.1,1,604,2,15,7.7,2,1,22025,7,6,36582,36582,213,16616,9413,10062
0.5,1,2,6,2,5,100,0.2,4,98,3,2,1,1,2,3942,6,4,5851,5851,27,2590,1167,1556
2.5,2,2,22,2,8,446,7,2,526,1,11,6.1,1,2,20673,6,4,30247,30247,171,14175,7516,8510
1.25,2,1,15,1,4,241,3.7,1,251,1,6,2.7,1,1,8864,8,6,13208,13208,93,7075,3460,4288
2,2,1,23,3,17,378,1.1,14,426,1,11,4.3,1,1,14679,5,4,21222,21222,101,9389,6130,5703
1.5,2,2,16,1,10,281,0.3,7,318,1,8,3.6,1,2,10629,7,6,16003,16003,88,7797,4090,4711
1.25,2,2,16,1,12,236,1.2,8,274,1,6,3,2,1,10384,8,5,15858,15858,78,6373,3053,3871
1.25,2,2,9,1,11,235,2.9,3,253,1,5,2.8,2,2,10516,8,6,16763,16763,95,6751,3364,4111
0.5,1,1,7,1,4,103,0.7,3,94,2,2,1.2,1,2,3962,9,3,5949,5949,25,2770,1422,1649
0.75,2,2,5,1,5,134,1.8,5,154,1,4,1.8,2,1,5420,9,5,8742,8742,37,3734,1804,2242
3,2,1,35,1,12,611,10.6,1,567,1,12,6,2,2,21508,9,3,35557,35557,197,15781,7651,9582
2.5,1,1,18,3,19,482,5.9,1,532,1,9,4.7,2,2,19736,8,4,31958,31958,165,13704,6289,8244
2,2,1,20,3,15,424,0.5,11,387,1,8,3.8,1,1,15992,5,3,24537,24537,116,10583,6114,6386
1.5,2,1,17,1,5,315,2.6,5,293,2,7,3.9,1,2,11883,5,3,18320,18320,114,7729,3864,4779
0.5,2,2,5,1,2,101,1.4,1,99,3,3,1.1,2,2,4010,9,6,6224,6224,33,2547,1598,1563
3,1,1,35,1,27,646,12.4,1,581,3,9,5.9,1,2,25029,6,5,38577,38577,152,14708,8994,8880
1.75,2,1,15,2,14,322,2.5,12,351,2,6,3.4,2,1,14412,5,6,22256,22256,109,9432,4711,5652
1.5,2,2,12,3,11,310,2.7,3,310,1,6,3.1,1,2,12319,9,4,16644,16644,110,7917,4515,4846
1.25,1,2,13,3,5,268,5,10,242,2,5,2.3,1,1,10715,9,6,16491,16491,81,6332,3418,3871
2.5,2,1,18,2,11,455,5.8,8,510,2,8,5,2,2,19078,7,3,32727,32727,141,14449,7591,8532
2.5,1,1,35,2,6,464,9,1,508,3,12,5.1,1,2,20722,6,4,30940,30940,188,11719,7564,7287
2.5,1,2,33,3,24,499,9.2,4,479,1,10,6,2,1,18018,5,4,30389,30389,182,13471,5951,8209
1.5,1,1,15,2,5,302,5.1,7,316,3,7,3.8,2,2,12228,6,6,18522,18522,111,7612,3524,4696
1,1,1,10,3,7,206,3.4,7,197,3,5,2.3,2,1,8432,6,5,11711,11711,57,5459,3092,3285
0.5,1,1,7,3,4,104,2.2,3,101,1,2,1,1,2,3556,6,3,6352,6352,38,2782,1189,1695
1,1,1,11,3,8,197,3.5,3,216,2,4,2.5,2,2,8509,7,6,11621,11621,63,4980,2891,3037
0.5,1,2,3,3,4,97,2.4,3,109,3,2,1.1,1,2,4167,8,5,6469,6469,31,2403,1376,1469
2,1,1,27,3,12,370,4.4,3,381,2,8,5.2,2,1,14371,6,3,22515,22515,112,11312,5713,6722
1,1,1,11,1,4,179,2.6,5,216,1,4,2.3,2,2,7040,8,3,12373,12373,57,5170,2946,3101
1.75,1,2,16,2,6,321,6,8,362,1,7,4.3,2,1,13934,8,4,22495,22495,89,8218,4822,4967
1.75,2,2,12,1,7,329,0.5,10,385,3,9,3.9,2,1,14291,6,4,23054,23054,85,9905,5396,5862
1.75,1,1,15,2,13,356,0.4,2,339,2,6,3.8,2,2,13723,7,3,23356,23356,90,9404,5076,5610
1.75,2,2,14,1,6,347,6.4,7,350,1,9,3.7,1,1,12442,6,3,22833,22833,110,9894,4916,5947
1.5,1,2,10,1,13,320,6.5,12,305,2,6,3,1,1,12718,9,3,19312,19312,113,8318,4639,5073
2.5,1,1,34,3,18,482,9.8,6,506,2,8,5,2,2,19267,6,3,31582,31582,180,12570,7358,7689
1.25,2,2,12,1,6,261,2,8,271,2,4,2.4,1,1,9825,7,5,15255,15255,69,6034,3971,3663
2.5,2,1,25,1,9,517,8.4,2,506,1,10,6.1,2,2,20170,5,5,28195,28195,130,12606,7203,7608
1.75,1,1,17,3,7,324,4,0,384,3,8,4.3,1,1,14008,5,6,21996,21996,138,8716,4267,5393
1.25,2,2,12,3,12,253,4.9,8,269,3,4,2.9,2,2,9697,8,3,15759,15759,99,6037,3641,3756
0.5,2,1,5,1,5,104,1.5,4,99,1,2,1.3,2,2,3979,9,5,6676,6676,27,2399,1230,1462
0.75,1,2,8,1,7,156,0.3,0,164,1,3,1.8,1,2,6419,6,3,8200,8200,43,3697,1997,2251
1.25,1,1,18,3,4,265,3,9,258,2,5,2.5,2,2,8865,7,5,14868,14868,94,6538,3973,4019
2.5,1,1,29,3,7,479,1.7,6,538,1,14,6,1,1,18159,9,3,29373,29373,151,11643,6497,7170
1,1,2,10,1,6,199,1.1,5,213,3,4,2.3,1,1,7812,8,5,12572,12572,75,4611,3157,2881
1.5,2,2,13,2,14,316,6.5,11,284,1,8,3.5,2,2,11467,7,3,18295,18295,97,8491,3759,5133
2.5,2,2,33,1,14,469,3.6,11,548,1,11,4.9,2,1,19603,5,4,31442,31442,166,12422,6289,7582
2,2,1,29,1,5,363,6.1,15,380,3,9,4.2,1,2,14140,8,3,25511,25511,130,9924,5731,6043
1.5,2,1,18,1,11,302,1.6,4,306,3,7,3.7,1,1,11853,8,4,17273,17273,105,8215,3460,4994
0.75,2,2,8,2,2,147,3.4,4,146,1,3,1.7,1,2,5507,8,3,9181,9181,39,4026,2249,2403
3,2,1,37,1,13,597,0.9,6,599,2,15,6.2,2,1,25225,8,3,36361,36361,226,16940,7400,10298
1,2,1,14,1,6,179,4.1,4,212,1,5,2.1,1,1,7722,6,5,12015,12015,66,4640,2405,2858
0.75,2,2,7,1,4,145,0.3,4,164,2,3,1.4,2,2,6057,7,4,8135,8135,55,3575,2142,2212
0.75,2,1,8,3,6,137,3.2,3,165,2,3,1.4,2,2,6104,9,6,9131,9131,57,3692,2293,2273
0.75,1,1,7,3,5,137,3.7,1,141,3,3,1.8,1,2,6170,9,5,9609,9609,40,3858,2389,2310
3,2,1,25,1,24,628,6,16,605,2,15,5.5,2,2,23638,8,5,33690,33690,188,16756,9378,10103
0.75,2,2,8,3,5,157,1.5,2,148,3,4,1.9,1,2,5871,6,3,9554,9554,55,3827,1805,2367
1,1,1,8,3,8,195,1.7,4,213,2,3,2.6,1,2,7834,6,4,12836,12836,49,4725,2675,2850
1.75,1,1,19,3,8,347,8.6,7,360,3,9,3.9,1,1,12942,8,3,19203,19203,101,8928,4686,5413
0.75,1,1,6,1,7,160,1.1,3,161,3,3,1.8,1,1,5775,7,4,8257,8257,56,3837,1917,2368
1.75,2,1,11,1,12,366,4.1,2,338,2,6,4.3,1,1,13451,7,4,19806,19806,119,9452,4946,5738
0.5,2,1,6,2,3,102,0.6,4,101,3,2,0.9,2,2,4198,9,6,5494,5494,28,2827,1307,1685
0.5,2,2,7,1,4,96,0.8,4,94,3,2,1.2,2,1,3698,7,3,6203,6203,37,2899,1548,1748
2.5,1,1,32,2,17,528,0.3,10,550,2,9,4.6,2,2,21210,7,3,27898,27898,137,14047,5805,8375
3,1,2,28,1,21,592,0.8,1,590,3,16,7.5,2,1,22965,9,5,31550,31550,224,16231,9430,9935
1.75,2,2,22,1,11,359,0.9,8,336,2,9,3.5,2,1,14636,5,4,20560,20560,113,8578,4660,5274
1.75,2,1,17,1,14,325,4.5,9,378,1,10,4.4,2,2,13623,5,4,19629,19629,123,8712,5277,5363
1.25,1,2,13,1,5,268,1.6,3,238,1,5,2.5,2,2,8907,5,4,13243,13243,83,7033,3090,4247
1,1,1,14,3,7,189,1.1,1,220,1,4,2.1,2,1,8451,7,6,10768,10768,66,5593,2916,3358
1.25,2,1,15,1,9,248,3.6,10,240,3,4,2.8,2,1,9038,6,6,16228,16228,84,5766,3010,3561
2.5,1,2,35,2,24,461,0.9,10,498,2,13,6.4,2,1,19412,9,5,29234,29234,146,12884,7538,7786
2,2,1,15,1,15,408,1.1,0,432,2,7,4,2,1,14277,7,6,22735,22735,120,9805,6160,5969
1,2,2,8,3,8,201,1.6,1,202,3,3,2.3,1,1,7854,7,5,13267,13267,48,5231,2789,3115
2.5,1,2,17,1,12,534,8.8,10,505,3,11,5.4,2,1,19999,7,4,27908,27908,129,13193,7722,7931
3,2,1,38,1,27,604,1.6,17,635,1,10,7,2,1,23023,7,3,37916,37916,210,16493,8205,9982
1.75,1,1,22,1,16,347,6.1,8,379,1,9,3.5,2,2,14383,5,3,19839,19839,138,9883,4534,6027
0.5,2,1,3,2,2,104,2.3,4,102,3,2,0.9,1,2,3801,5,3,5420,5420,37,2716,1366,1656
2,2,1,25,1,11,413,6.8,7,436,2,11,5.1,2,2,14684,6,6,26272,26272,117,11029,6264,6651
3,2,2,45,3,21,613,3.8,6,589,3,15,6,1,2,22174,6,4,36810,36810,197,15747,8540,9592
1,2,2,13,1,9,187,2.6,6,208,1,5,2.2,2,1,7671,6,4,13146,13146,58,4807,2644,2928
2.5,2,2,19,3,12,483,11.5,17,537,2,9,5.6,2,1,18424,5,3,28358,28358,142,13373,7233,8007
2,1,1,26,2,11,369,8.4,10,438,1,10,3.7,2,1,16742,6,5,26911,26911,109,10013,4903,6034
0.75,1,2,6,1,4,144,1.9,4,143,2,3,1.6,1,1,5673,9,3,9722,9722,40,3949,1748,2362
2.5,2,2,24,2,6,460,7.8,15,525,1,8,5.6,1,1,18778,6,5,29251,29251,144,12350,6737,7447
1.75,1,1,12,2,17,361,6.7,5,360,3,7,4,1,2,13457,7,3,23529,23529,90,10044,5021,5961
1.25,2,1,14,3,3,229,3.9,2,257,3,6,3.1,2,2,10650,5,6,13969,13969,100,5898,2989,3685
2,2,1,17,1,8,375,7.4,13,403,3,9,4,2,2,15719,5,4,24686,24686,130,10201,6124,6198
2,1,2,17,1,10,379,9.7,11,439,2,10,4.5,1,2,14789,7,4,24651,24651,128,9324,6187,5747
1,1,1,12,3,3,205,0.2,1,193,3,3,2,2,1,8137,9,3,11435,11435,57,5149,3174,3101
1.75,2,1,15,2,7,330,6.1,12,329,1,9,3.8,2,2,12455,7,6,19731,19731,90,8548,4530,5164
2,1,1,15,3,15,357,2,10,379,3,7,4,2,2,15713,6,3,21684,21684,121,10943,4636,6527
1.5,1,1,14,2,10,290,6.6,10,327,2,6,3.6,1,1,12075,6,6,19554,19554,101,8594,4127,5161
1.5,2,1,17,1,7,283,7.1,8,282,1,5,3,1,1,10707,5,3,16988,16988,94,7225,3790,4400
0.5,1,2,6,3,2,107,1,1,95,2,2,1.2,2,1,3826,7,6,6707,6707,26,2742,1226,1641
0.5,1,1,6,3,1,105,2.2,0,102,3,2,1.2,1,2,3536,6,5,6686,6686,39,2484,1524,1544
1,2,2,8,2,7,208,3.8,8,208,1,4,2.3,1,1,8194,5,6,13339,13339,72,4801,3006,2979
3,1,1,32,1,18,564,13.8,22,605,1,16,5.5,2,2,23644,8,6,38486,38486,205,17019,9155,10249
2.5,1,2,18,1,13,477,2.3,9,491,3,13,6.2,2,2,21016,8,4,32403,32403,160,12839,7592,7818
3,2,1,27,2,9,577,11.1,16,624,1,12,5.9,2,2,25253,7,6,32515,32515,207,15960,7534,9678
0.5,2,2,4,2,2,89,1.2,1,96,2,2,1.1,1,2,3623,8,6,5425,5425,25,2796,1544,1650
2.5,2,2,29,1,17,459,11,10,470,1,14,5,2,1,18269,5,3,28377,28377,130,11519,7093,7013
1.25,2,2,17,1,8,259,5.2,2,263,2,4,3.1,2,2,8964,7,5,15069,15069,78,6418,3416,3897
0.75,2,2,10,3,2,144,2.3,3,161,1,4,1.7,2,1,6306,8,4,8899,8899,38,3672,2215,2220
1.5,2,1,18,1,13,276,1.2,3,287,2,8,3.2,1,1,10677,5,3,16754,16754,81,8231,3804,4910
3,2,1,30,2,12,568,1.5,7,598,1,13,7.1,2,1,21639,9,6,34602,34602,181,13842,8526,8495
0.75,2,2,5,2,6,138,3.1,4,151,3,3,1.8,2,1,5693,8,4,9020,9020,50,4231,2128,2538
2.5,1,1,18,3,9,538,8.5,9,487,2,9,5.5,2,1,19984,7,4,28496,28496,137,13208,7302,7950
0.5,1,2,5,2,2,106,0.9,4,98,3,2,1.1,1,1,3650,5,4,6510,6510,27,2895,1372,1722
1.5,2,2,19,3,9,269,5.9,3,305,2,6,3,1,1,11904,5,6,18439,18439,112,8606,3510,5179
1.5,1,2,15,3,14,286,1.9,2,316,1,6,2.9,2,1,11001,6,4,18708,18708,101,6971,3548,4298
1,1,2,14,2,2,205,2.7,2,207,3,4,2.3,2,1,8497,6,4,13082,13082,70,4727,2946,2931
1,1,2,8,2,9,203,4.3,1,204,3,4,1.9,1,2,7935,9,3,10688,10688,58,5583,3108,3338
3,1,2,43,3,29,627,5.4,22,647,1,10,5.9,1,1,24387,5,5,35958,35958,221,14218,8672,8831
3,2,1,25,2,10,578,15,1,635,2,10,7.1,2,2,22158,7,3,33615,33615,178,13958,7377,8529
2,1,1,17,3,20,380,0.2,2,380,2,7,4.6,2,2,15120,5,5,25354,25354,110,10537,6014,6303
2.5,2,1,33,1,20,465,6.8,18,523,2,8,5.5,1,1,17906,6,3,28358,28358,178,12002,7789,7374
0.5,2,2,4,1,2,92,0.7,3,95,1,2,1.1,2,1,3760,6,5,6435,6435,34,2346,1290,1444
0.5,1,1,5,3,5,104,1.8,1,108,2,3,1.1,1,1,3805,5,6,6255,6255,24,2730,1486,1633
1,2,1,13,3,9,188,4.9,6,211,1,4,2.5,1,2,7834,6,4,12361,12361,64,4604,2341,2835
0.75,1,1,8,2,6,150,2.1,3,164,2,3,1.4,1,1,5510,9,5,8698,8698,58,4069,2142,2485
2.5,1,1,30,1,9,451,5,10,484,1,8,5.3,1,1,20295,9,6,26258,26258,154,13762,7306,8211
2.5,2,2,21,1,5,468,4.9,15,502,1,12,5.1,1,2,18529,9,5,33749,33749,184,13236,7488,8076
3,1,1,36,1,10,616,3.2,2,656,3,14,6,1,2,22951,8,5,40170,40170,216,15957,7050,9756
3,2,1,32,3,7,587,2.7,9,568,1,16,7.4,1,1,24048,8,5,39526,39526,205,16180,9393,9844
2.5,2,1,30,1,19,468,2.3,11,546,1,10,5.5,1,1,20588,7,4,29884,29884,197,14141,6036,8578
2,2,2,25,3,15,367,1.9,15,393,3,9,4.4,2,1,16384,5,3,23040,23040,148,10581,5598,6450
0.75,1,1,9,3,2,148,0.6,5,161,2,4,1.8,1,1,5948,9,3,8112,8112,47,4161,2029,2509
1,1,1,6,2,3,216,4.6,3,208,3,5,2.6,1,2,7373,7,4,10902,10902,57,5568,3198,3353
1,1,2,13,3,9,211,1.2,4,204,3,4,2,1,1,7935,8,4,11053,11053,77,4830,2363,3010
0.5,2,1,4,2,4,94,0.9,3,101,1,2,1.1,1,1,4137,6,6,6350,6350,37,2597,1400,1587
1.75,1,1,26,2,16,324,3.4,2,360,2,8,3.3,2,2,12292,9,6,21839,21839,90,9813,4297,5811
2.5,1,1,33,3,13,526,0.9,4,521,2,13,5.1,1,1,20362,8,5,27248,27248,140,12412,6311,7563
2,2,1,24,3,17,413,4.8,7,387,1,9,4.8,1,2,14580,7,5,25134,25134,101,9447,5420,5750
0.5,1,1,6,1,2,97,0.8,3,105,2,2,0.9,2,1,3504,6,6,6012,6012,39,2696,1345,1646
1,2,1,10,1,4,178,3.2,1,199,3,5,2,1,2,7942,9,5,11560,11560,79,5435,2926,3315
1,1,2,7,3,5,213,0.7,8,194,1,3,2.3,1,1,7010,8,5,12363,12363,71,5110,2826,3133
1,2,2,11,1,7,209,1.8,5,203,2,5,1.9,1,1,8309,7,5,11470,11470,60,4814,3128,2954
3,1,1,24,3,13,620,6.9,22,587,1,10,7.8,2,1,24025,6,5,34064,34064,171,14427,8339,8795
1.25,2,2,15,1,10,226,0.7,2,252,1,5,2.8,1,2,9678,5,6,14469,14469,87,6574,3815,3986
0.75,1,1,10,1,4,161,0.3,3,157,2,2,1.4,2,2,5902,6,6,8546,8546,40,4150,1744,2472
1,2,2,9,3,5,210,1.2,4,210,1,5,2.4,2,2,8000,6,6,12024,12024,52,5084,2710,3076
2.5,1,1,34,2,9,528,4.9,15,507,3,12,4.8,1,1,17856,8,6,30474,30474,122,13335,6976,7982
0.5,2,1,7,3,4,103,0.4,2,103,3,2,1.2,2,1,3907,5,5,5353,5353,35,2336,1340,1452
1.5,2,2,9,3,12,272,2.5,1,318,2,6,3.6,1,1,11427,6,6,17910,17910,115,7111,4756,4410
