Cultivated area (hectares),Mixed tillage (Frequency),Other operations(Frequency),Seed(Kg),Seeding(Frequency),Urea chemical fertilizer (kg),Phosphate chemical fertilizer (kg),Potash chemical fertilizer (kg),Micronutrients(Kg),Carrying fertilizer and seeds (kg),Fertilizing(Frequency),Insecticide (liter),herbicide (liter),spraying(Frequency),cultivator(Frequency),Water Consumption(m3),Watering(Frequency),Harvesting(Frequency),Loading and unloading (kg),yield per hectare,Fuel consumption(lit),Electricity Consumption(kwh),Total of Carbon emission(calculated manually)(kg co2-eq),Carbon emission_Cool Farm Tool
0.75,1,2,227,3,259,179,53,3,655,3,0.5,2.3,3,3,4694,11,4,3411,3411,46,1409,3669,2212.1678
1.75,2,2,466,1,515,391,133,12,1564,2,0.8,5.6,4,1,12280,11,2,8192,8192,106,3130,7353,4652.145
1.25,2,1,343,2,395,233,97,11,1064,3,0.3,3.9,2,3,7994,10,1,5987,5987,85,2104,5286,3391.3998
1.75,2,1,522,3,511,317,144,11,1487,1,1.3,5.9,3,2,10763,10,3,8166,8166,123,3103,8754,4680.1646
3,1,1,986,1,899,553,266,15,2524,1,1.6,7.1,4,2,18560,8,1,13972,13972,218,4962,14968,7939.55
1.25,2,1,425,3,345,244,103,5,1047,2,0.3,3.4,2,3,8335,7,2,5741,5741,81,2259,5361,3241.066
1.5,1,1,410,2,507,263,111,10,1241,2,0.6,3.8,3,2,10534,8,1,6248,6248,97,2572,6338,4219.9698
0.75,1,2,203,3,251,169,50,4,676,2,0.5,2.1,4,3,4735,7,3,3350,3350,45,1417,3580,2179.117
1,1,2,281,1,314,236,74,8,843,3,0.6,2.3,3,2,6836,8,1,4090,4090,61,1849,4196,2779.1492
1.75,1,1,547,3,609,419,140,12,1459,2,0.8,4.2,2,1,11263,8,3,8086,8086,124,3042,8150,5067.4326
1.25,1,1,341,2,405,220,100,10,1061,1,0.6,2.9,2,1,8701,11,3,5235,5235,87,2288,5792,3539.3002
2,2,2,537,1,649,373,153,13,1752,1,0.8,5.5,2,2,13294,10,1,9223,9223,134,3377,9265,5486.0878
1.5,2,1,487,1,447,289,99,12,1259,1,0.8,3.8,4,2,9266,8,1,6523,6523,101,2571,6564,3957.0402
2,2,2,602,3,573,359,170,9,1730,3,0.7,4.4,4,1,14166,7,4,8916,8916,121,3338,8881,5108.7632
1,2,2,260,2,280,184,74,4,873,1,0.3,2.3,4,2,6213,10,1,4111,4111,69,1852,4302,2653.2646
0.5,2,1,164,2,152,105,34,2,434,2,0.3,1.3,3,3,3133,8,4,2298,2298,32,924,2387,1380.3886
3,2,1,1049,1,1026,530,264,26,2698,3,1.1,8,3,1,18408,10,3,12523,12523,211,5590,13076,8820.9336
0.75,2,1,216,2,217,168,50,3,681,2,0.3,2,4,3,4844,11,2,3452,3452,55,1349,3684,2016.9588
2.5,2,1,733,1,758,485,227,22,2140,1,1.1,5.4,4,1,15914,10,3,10060,10060,154,4235,11511,6631.7138
1,2,2,277,1,271,191,75,5,883,1,0.7,2.9,4,3,6322,10,4,4279,4279,57,1790,4527,2552.9794
2,1,1,542,2,650,448,162,9,1631,3,1,4.2,4,3,12312,11,3,9523,9523,116,3763,10121,5667.9884
1,1,2,291,1,323,220,82,4,837,2,0.4,3.3,3,2,6248,8,3,4316,4316,58,1809,4402,2805.1356
3,1,2,1043,1,1002,536,229,17,2464,3,2,7,3,2,20300,8,3,13868,13868,175,4994,13328,8232.497
0.5,1,1,163,1,139,98,46,2,416,3,0.2,1.6,2,1,3081,7,4,2112,2112,33,839,2288,1287.4742
1.25,2,1,395,1,412,247,118,8,1079,3,0.5,3.4,2,3,8040,7,3,5608,5608,74,2232,5731,3529.662
2.5,1,1,729,1,821,482,193,19,2170,2,0.9,8,3,1,17001,11,4,12056,12056,175,4706,10749,7203.8892
2,2,2,626,2,689,402,185,15,1774,1,0.4,5.5,3,1,12338,10,3,9772,9772,137,3775,8728,5940.4526
1.5,2,2,442,3,446,304,140,10,1301,1,0.9,5,4,1,9541,7,2,6401,6401,98,2815,7389,4142.6282
1,1,2,269,3,337,173,93,9,905,2,0.7,2.9,3,2,6600,7,2,4259,4259,67,1779,4210,2890.669
2.5,1,2,759,1,830,573,191,22,2188,1,1.3,7.4,2,3,16607,10,2,11075,11075,185,4314,10595,7058.7244
0.75,2,2,210,2,260,135,51,4,660,3,0.2,2.1,2,1,4808,7,1,3485,3485,50,1289,3126,2144.9046
1.25,2,2,415,1,388,246,117,5,1028,3,0.8,3.6,3,1,8319,7,2,5799,5799,77,2085,5543,3363.1048
2.5,2,2,841,3,824,593,199,17,2080,1,1.5,8.4,3,1,16665,8,2,11864,11864,152,4441,12551,7029
0.5,2,2,137,1,146,113,41,4,437,2,0.3,1.3,4,2,3547,11,2,2062,2062,35,918,2134,1377.9424
0.5,2,2,138,1,163,102,40,3,434,1,0.2,1.5,2,1,3300,7,2,2082,2082,33,907,2311,1424.14
0.5,1,2,170,2,145,86,36,4,419,2,0.2,1.6,4,3,3463,11,1,2469,2469,29,938,2386,1358.3606
2,1,1,696,2,658,427,179,11,1703,2,1.4,6.7,4,2,12260,8,4,8494,8494,136,3692,10033,5775.679
2.5,2,2,789,2,860,529,229,16,2030,2,1,5.5,3,1,15282,7,4,11703,11703,143,4438,10886,7165.5134
3,2,2,804,3,843,679,218,24,2650,3,1.4,6.5,3,3,20411,10,3,13634,13634,209,5563,13904,7913.4562
1.25,2,1,437,1,390,276,97,10,1084,3,0.6,3.7,4,1,8160,7,4,5016,5016,86,2214,6330,3452.993
1.75,2,1,541,1,477,376,149,15,1481,3,0.9,5.6,3,3,11333,7,4,7838,7838,108,2986,7548,4421.3036
1.75,2,2,599,1,559,334,160,14,1439,3,1.1,5.2,3,3,12377,8,1,7563,7563,107,3054,7954,4835.4554
1.25,1,2,334,3,425,269,108,7,1095,2,0.5,2.9,4,1,7664,10,1,5309,5309,70,2263,6211,3593.5368
0.75,2,1,222,3,239,141,53,6,644,1,0.4,1.8,3,1,4647,8,1,3488,3488,52,1292,3138,2068.7584
1.25,2,1,344,1,433,251,115,6,1071,3,0.7,3.2,4,1,8138,8,1,6238,6238,77,2209,6317,3635.0626
3,2,1,994,3,1006,612,262,22,2519,2,2.4,7.6,2,2,19784,10,1,12673,12673,188,5576,12853,8656.2828
1.75,2,2,579,3,604,331,158,7,1538,3,0.5,4.6,2,2,11940,10,2,8318,8318,128,3170,8896,5144.122
1.5,1,2,406,2,506,299,98,7,1339,3,1.2,4.2,3,3,9164,7,2,6188,6188,94,2714,7460,4277.6468
0.75,2,1,223,1,212,160,59,6,673,2,0.5,2.1,2,3,4803,10,2,3247,3247,47,1380,3370,1983.3876
2,2,2,550,1,639,379,178,10,1644,1,0.6,4.9,3,3,12260,8,2,8071,8071,145,3430,8838,5538.526
0.5,2,2,135,1,161,91,39,3,406,2,0.2,1.6,3,3,3051,8,2,2265,2265,35,871,2209,1409.0372
2,1,2,659,2,697,396,157,9,1692,3,1,6.4,2,2,12921,10,2,9062,9062,125,3358,9088,5681.9052
3,2,2,972,2,923,529,241,18,2586,2,1.2,6.8,3,2,18708,7,1,12679,12679,174,5232,13399,8006.1346
1.75,2,1,523,1,506,322,158,15,1424,1,0.6,4.9,2,1,12326,11,4,7634,7634,119,3042,8182,4607.0192
0.75,1,2,252,2,260,161,54,3,643,3,0.3,1.6,4,3,4849,10,4,3167,3167,55,1280,3705,2175.2318
2.5,1,2,792,3,744,535,163,10,2272,3,1.7,6.4,4,2,16016,8,2,12450,12450,145,4485,12162,6609.0622
3,2,2,904,1,934,624,230,27,2577,1,2.1,9.4,2,2,21013,10,1,14709,14709,177,4991,13227,7952.3726
1.75,2,1,480,2,611,353,157,8,1566,3,1,5.5,4,3,11633,8,2,7089,7089,102,3175,7760,5127.8076
2.5,1,1,754,1,682,454,170,12,2136,3,0.7,6.1,3,3,17020,7,3,11589,11589,169,4284,12131,6277.014
2,1,1,575,1,610,348,173,17,1699,3,1.2,5.9,2,3,13575,7,3,9442,9442,131,3397,9227,5343.564
0.5,1,2,172,3,174,86,36,2,449,1,0.2,1.6,3,3,3145,11,2,2427,2427,33,863,2466,1452.857
1.75,1,1,516,2,485,383,119,7,1505,3,0.9,5.6,2,1,12275,8,3,8263,8263,99,3093,7487,4439.422
2.5,1,1,771,3,813,596,166,21,2097,1,1.8,7.7,4,3,17746,8,3,11423,11423,153,4567,10432,7012.1072
1.75,2,2,566,1,593,301,146,15,1540,3,0.7,5,4,3,10723,7,2,8192,8192,108,3255,8237,5081.8626
3,1,1,811,1,901,609,202,14,2513,1,0.8,9.3,3,1,18956,8,4,12768,12768,177,4955,13397,7739.4372
0.5,1,1,145,3,145,117,41,3,445,3,0.2,1.6,3,1,3244,10,2,2066,2066,30,849,2267,1314.0218
0.5,2,1,167,3,166,120,40,2,419,3,0.3,1.1,3,3,3101,7,4,2171,2171,30,851,2475,1405.4002
1.75,2,1,524,3,597,320,119,13,1518,1,0.5,5.8,4,2,11823,11,1,8340,8340,121,3280,8529,5124.9516
1.25,2,2,364,1,434,296,100,10,1078,2,0.7,3.3,4,1,8530,10,2,5421,5421,88,2251,5296,3681.166
2,1,2,643,1,699,368,168,13,1787,3,1.5,6.6,3,2,13202,11,2,8401,8401,145,3334,9339,5768.1644
2,2,1,666,3,620,440,136,15,1626,1,0.9,6.1,2,2,13170,7,1,8623,8623,123,3729,8328,5499.842
0.75,1,1,222,2,204,168,62,7,673,1,0.2,2.1,3,2,4709,11,4,3190,3190,51,1331,3789,1943.3678
0.5,2,2,145,2,174,120,34,2,448,1,0.3,1.6,4,3,3062,10,1,2324,2324,31,844,2189,1445.8944
2,1,1,672,3,605,372,132,15,1747,1,0.7,6.2,3,1,13720,10,1,9229,9229,144,3749,8817,5505.1
1.75,2,1,462,2,604,340,143,7,1480,1,0.8,5.6,2,1,11105,8,4,7102,7102,102,3018,7699,4973.48
0.5,1,2,157,1,139,91,40,4,450,2,0.2,1.4,2,1,3171,11,2,2165,2165,32,835,2499,1271.8542
1.75,2,1,530,3,576,403,118,8,1492,2,1.1,4.8,2,3,11702,11,4,7434,7434,101,3131,8872,4872.4544
1,2,1,324,2,300,238,83,4,812,3,0.5,3,3,3,6918,10,4,4042,4042,67,1723,4178,2684.0226
1.75,1,2,531,2,497,408,133,10,1552,3,0.4,4.7,2,1,10765,7,1,7140,7140,115,2952,8637,4474.702
1.25,1,1,430,3,357,249,86,8,1123,2,0.7,3.6,2,3,8086,11,4,5278,5278,71,2254,6350,3244.8952
2.5,1,1,813,2,729,562,221,20,2273,1,0.8,7,4,3,16933,8,1,11749,11749,173,4521,12671,6724.1196
3,2,2,834,2,917,717,279,17,2698,1,1.2,10.1,4,1,18956,8,3,13194,13194,220,5387,12700,8310.1782
1,1,1,344,3,325,176,83,9,815,1,0.5,3.2,4,1,6342,10,4,4635,4635,58,1671,4776,2746.0874
1,2,1,313,2,340,195,94,7,862,1,0.8,2.3,4,2,6818,8,2,4942,4942,69,1673,4209,2860.4656
1.5,2,1,501,2,467,280,124,13,1354,3,0.5,3.7,3,2,10574,8,3,6837,6837,100,2809,6768,4193.3068
0.75,2,1,259,1,219,158,64,6,652,1,0.2,2.5,4,3,4609,7,2,3002,3002,50,1363,3691,2039.2738
1,1,1,345,3,274,215,80,5,823,1,0.6,2.8,2,3,7087,8,1,4236,4236,62,1853,4373,2605.9974
2.5,2,2,854,1,872,597,227,14,2128,2,0.9,7.3,2,3,15287,11,1,10452,10452,162,4413,12347,7275.0084
1.25,2,1,362,3,349,276,94,7,1031,2,0.6,2.8,2,1,8171,8,2,6064,6064,92,2213,5948,3256.7562
0.5,1,2,137,2,161,114,40,4,440,3,0.2,1.1,2,1,3262,11,4,2069,2069,32,904,2175,1407.7124
2.5,2,1,791,2,740,525,171,21,2112,2,0.6,5.7,4,3,16626,7,4,12257,12257,147,4606,11287,6655.2482
1.5,1,2,508,3,510,310,134,12,1217,1,0.4,3.9,4,1,9465,8,2,6461,6461,89,2565,7584,4246.395
2,1,1,665,2,616,388,136,16,1722,3,0.4,6,3,1,13683,8,3,8190,8190,122,3657,8785,5438.3046
0.5,2,2,148,3,164,104,43,3,408,3,0.1,1.5,4,3,3475,10,4,2198,2198,33,844,2437,1414.834
1.25,2,2,359,1,425,269,110,10,1086,1,0.8,3.1,2,2,8008,7,2,6113,6113,72,2284,5984,3601.6516
1.75,1,1,524,2,490,379,130,15,1575,2,0.6,5.9,4,1,11980,7,2,7692,7692,99,3124,8377,4509.746
2,2,1,641,1,616,433,152,18,1640,2,0.8,6.1,4,1,14063,10,1,8443,8443,113,3505,10016,5366.5486
3,2,1,804,2,988,644,263,22,2704,1,2.1,9.6,2,1,20049,8,3,12800,12800,194,5012,14110,8308.0288
0.5,2,1,174,3,151,109,42,2,420,2,0.3,1.2,3,1,3294,11,1,2104,2104,36,830,2473,1347.7048
1.5,2,1,439,1,409,308,129,10,1329,3,0.9,4.1,3,1,9196,8,4,6248,6248,106,2541,6239,3821.3762
1.5,1,2,425,1,521,287,101,8,1354,2,1,4.6,2,1,10186,7,4,6528,6528,92,2653,6310,4302.6102
0.75,2,2,246,1,242,167,67,5,646,2,0.5,1.9,2,3,5213,10,1,3090,3090,45,1401,3358,2133.5936
0.5,2,2,151,2,159,103,37,3,410,1,0.3,1.1,3,3,3274,10,4,2205,2205,35,926,2216,1424.5358
0.75,2,1,196,2,216,139,59,6,649,1,0.2,2.2,3,2,4791,7,2,3460,3460,54,1249,3723,1957.2852
0.75,1,1,228,1,262,145,57,4,622,2,0.4,2,4,1,4864,11,4,3735,3735,54,1315,3725,2207.3738
0.5,1,2,131,3,172,99,35,2,409,1,0.2,1.1,4,2,3372,11,4,2262,2262,34,834,2487,1435.0294
3,2,1,932,1,936,658,273,13,2460,1,1.2,9.9,2,3,19524,10,4,13578,13578,175,5426,12704,8245.3138
1.5,1,2,405,2,424,324,106,10,1241,3,1,3.9,4,1,9870,11,4,7248,7248,104,2563,6922,3873.272
3,1,2,796,2,892,618,240,26,2542,1,0.9,8.4,2,3,20760,8,1,13072,13072,216,5448,13872,8122.792
3,2,1,923,2,848,599,275,20,2634,2,1.8,9.9,3,2,18566,7,2,13827,13827,200,5179,14791,7804.4282
1,2,2,306,3,324,224,84,6,865,1,0.8,3,2,2,6554,7,1,4796,4796,58,1675,4454,2733.1428
2.5,2,2,850,1,807,531,177,20,2122,2,0.7,6.2,2,3,17466,11,2,12394,12394,166,4553,11693,6985.8942
1.5,2,1,504,2,487,317,122,11,1311,2,1,3.2,2,3,9454,8,1,6646,6646,91,2705,6882,4191.5368
0.75,2,2,252,2,244,163,67,6,676,1,0.5,2.4,4,1,4943,7,3,3130,3130,55,1356,3123,2170.6596
2,2,2,598,1,548,462,133,11,1676,2,0.4,6.4,4,1,13343,8,2,8987,8987,116,3642,9435,5118.0776
3,1,1,980,1,929,719,250,12,2493,2,1.7,8.2,2,3,18861,11,4,13827,13827,185,5218,12778,8096.3422
2,1,2,580,3,677,413,135,18,1783,1,0.6,4.8,3,2,12426,11,4,8925,8925,120,3437,9240,5580.6002
0.5,1,2,156,2,157,96,37,4,418,1,0.3,1.2,3,1,3052,7,2,2019,2019,32,918,2107,1402.1114
2.5,2,2,834,3,789,545,204,19,2256,3,1.9,7.2,3,3,16872,11,1,10026,10026,160,4530,11079,6939.8864
2.5,1,1,855,3,755,483,176,14,2228,2,0.6,8.2,4,3,16169,8,1,11111,11111,151,4448,12750,6675.9218
1.5,1,2,519,3,455,334,116,7,1274,1,0.5,5.1,3,1,9903,8,2,6864,6864,87,2573,6871,3977.1886
2.5,2,1,728,2,770,459,230,12,2151,2,0.6,7.7,2,2,17404,7,3,11809,11809,160,4155,12041,6662.3908
2,1,2,538,3,542,439,149,13,1685,2,1,5.4,2,2,13024,8,4,8186,8186,131,3326,9204,4966.5418
2,1,1,522,2,596,466,149,16,1764,3,0.5,6.3,2,2,13128,7,4,8398,8398,114,3612,8673,5317.3026
0.75,1,1,248,2,229,162,57,4,662,1,0.4,1.6,4,2,4682,11,1,3239,3239,44,1305,3125,2019.3374
1.5,1,2,489,1,448,360,127,7,1297,1,0.8,3.5,4,2,10005,10,3,7456,7456,87,2686,6750,4020.432
3,2,2,1044,3,1043,590,203,22,2568,3,1.4,9.4,4,3,20916,11,1,14280,14280,196,5124,13198,8547.4222
2,2,2,587,2,548,466,133,9,1666,2,1.5,4.4,4,2,13409,10,2,8718,8718,128,3460,8766,5050.5708
1.5,1,1,458,3,408,287,108,10,1313,1,1.2,4,4,2,9175,11,2,6489,6489,98,2814,6336,3920.239
2.5,1,2,734,3,818,459,195,12,2197,1,1.8,5.4,3,1,15390,8,3,12228,12228,147,4463,11788,6957.853
2,2,2,595,3,678,382,175,14,1803,3,0.4,5,4,2,12491,11,4,8151,8151,140,3489,9844,5734.7532
1.75,2,2,582,3,603,359,149,15,1560,1,0.4,4.3,2,2,11741,8,2,7346,7346,104,3146,8314,5038.2652
2,2,1,623,3,659,428,173,18,1808,2,1.2,4.4,3,2,12745,8,1,9914,9914,144,3417,9283,5617.638
1.75,2,2,459,3,486,347,165,8,1435,2,0.9,5.1,3,3,12206,8,4,8588,8588,106,3266,8864,4621.6262
1,1,2,301,2,307,185,85,7,828,2,0.5,2.1,4,3,6291,8,3,4932,4932,62,1820,4224,2751.1432
3,2,2,948,2,857,596,222,15,2699,3,0.8,8.7,4,3,19762,8,2,13451,13451,207,5394,12714,7900.0984
0.5,1,1,139,3,136,106,46,3,435,3,0.2,1.6,4,3,3264,10,1,2421,2421,28,853,2486,1283.5508
3,2,2,813,3,935,671,271,20,2678,2,1.9,8.5,3,1,20888,10,4,13732,13732,203,5257,13828,8238.4406
0.5,1,2,175,1,135,103,33,4,418,3,0.1,1.4,3,3,3469,10,3,2101,2101,29,858,2191,1256.0228
0.75,2,1,245,1,208,139,61,5,651,2,0.5,2,3,3,4631,7,1,3299,3299,45,1291,3463,1919.5592
0.75,2,1,224,2,258,146,57,5,620,3,0.6,2.1,4,2,5290,7,1,3334,3334,53,1252,3738,2155.219
3,2,1,992,2,904,523,274,22,2625,2,1.1,9.9,4,2,21199,7,4,13095,13095,204,5406,12522,8187.2218
1.5,1,2,437,1,449,334,115,9,1285,1,0.8,3.3,4,3,10034,7,2,6256,6256,99,2479,6258,3930.7418
0.75,2,1,243,1,221,170,55,4,677,2,0.2,1.8,4,3,5140,10,3,3651,3651,54,1244,3272,1979.303
3,1,2,823,2,906,630,223,14,2490,2,2.1,9.3,2,2,18312,10,4,14662,14662,172,5545,15074,8099.0814
2.5,1,2,783,3,701,479,189,10,2066,2,1.1,6,3,3,15935,7,2,10643,10643,144,4376,12308,6364.784
1.75,1,2,551,2,607,309,166,14,1466,3,1.2,4,4,2,11815,10,1,8683,8683,107,3282,7626,5180.121
