Cultivated area (hec),Tillage (frequency),Operations (frequency),Seed (Kg),Seeding (frequency),Urea (kg),Phosphate  (kg),Potash (kg),Micronutrients (Kg),Carrying (kg),Fertilizing (frequency),Insecticide (lit),Herbicide (lit),Spraying (frequency),Cultivator (frequency),Water (m3),Irrigation (frequency),Harvesting (frequency),Loading & unloading (kg),yield (kg),Diesel (lit),Electricity (kwh),Calculated carbon emission (kg co2-eq),Carbon emission-CFT (kg co2-eq)
2.5,1,1,19,1,888,434,195,24,1680,1,17,8.7,4,2,25049,4,3,133621,133621,5631,50977,36411,49683.5898
3,1,2,28,2,1306,556,252,29,2257,2,19,13.3,7,1,32278,6,4,178155,178155,8583,60320,45420,65998.9956
2,1,1,11,1,782,395,236,24,1427,3,12,7.6,7,1,19817,7,2,106561,106561,5558,40073,29704,43098.8234
0.5,1,1,3,1,201,95,58,5,357,3,3,2.4,4,1,4757,6,2,29447,29447,1782,10631,7128,12371.8714
1.25,1,1,10,3,515,282,128,14,820,2,8,4.4,6,2,12602,4,3,73682,73682,3234,25274,18824,26418.4404
1.5,1,2,5,3,638,269,159,13,1055,2,9,4.9,7,1,13550,6,5,86028,86028,3258,31532,21911,30489.79
1.25,1,1,9,1,486,264,156,11,910,1,8,5.2,7,1,12371,5,3,75466,75466,3492,25972,18403,27519.2742
1.75,2,2,14,2,735,333,201,19,1297,1,11,5.8,5,2,18827,7,3,101844,101844,5135,34161,25379,38282.5854
1.25,2,2,3,3,420,272,118,11,899,1,7,4.3,7,2,12378,4,4,76700,76700,3817,25632,17808,27982.5756
2.5,2,2,17,2,884,547,213,31,1749,1,15,11.6,5,2,26299,5,3,130758,130758,8484,50323,37343,58263.1198
2.5,1,2,5,1,921,533,272,20,1697,3,15,9.9,5,2,23062,6,3,152839,152839,8841,53372,36671,61250.9524
1.25,1,1,8,2,494,225,151,12,874,1,8,4.4,6,1,11538,7,2,69287,69287,4278,26856,18922,30461.1276
0.75,1,2,6,3,262,168,92,8,530,1,5,3.1,6,2,7195,7,4,42277,42277,2542,15885,10934,17945.839
1.75,2,1,14,1,726,392,163,20,1260,3,11,8.3,4,1,17101,6,3,97343,97343,3819,34979,26359,34550.1602
3,1,1,23,3,1189,573,278,25,2258,1,18,10.1,6,2,31825,5,4,177155,177155,8237,62749,43606,65690.905
1.25,2,2,7,1,552,235,119,13,898,2,8,4.7,4,1,13154,5,2,71081,71081,3856,24257,18218,27952.4308
1.75,2,1,5,3,617,347,141,20,1243,2,11,8,6,2,17397,5,3,95299,95299,4213,37515,25312,36632.1794
2.5,2,1,5,2,1048,484,314,23,1846,1,15,9.6,4,2,26802,5,2,132631,132631,7391,52036,36199,56623.6604
1.25,1,1,11,2,484,217,97,11,882,3,8,4.6,7,2,13730,7,3,68184,68184,2822,24304,18933,24430.566
0.5,2,1,4,3,220,110,43,4,337,3,3,1.9,4,2,5244,6,5,27066,27066,1675,9802,7271,11652.4488
1.5,2,1,9,2,611,265,175,15,1010,2,10,6,6,1,13831,5,4,83893,83893,3343,31907,22754,30871.1262
1,2,2,5,3,372,228,89,9,690,3,7,4.2,5,1,9451,5,3,53169,53169,2523,21474,15050,21427.0502
1,2,2,6,3,450,189,126,9,719,1,7,3.9,6,2,10440,6,5,57167,57167,3185,20657,14989,23453.528
0.75,2,2,7,1,289,146,85,7,510,2,5,2.8,7,2,7810,4,3,45487,45487,1989,15317,11129,16027.782
3,2,1,25,2,1346,593,265,38,2039,3,19,14.2,7,2,30977,6,5,177350,177350,10084,60265,44109,70862.3354
1,1,2,9,3,393,209,93,12,733,2,7,4.7,4,1,9342,5,4,61571,61571,3401,21430,14245,24240.3884
1,1,1,5,3,429,174,97,12,657,1,6,3.8,6,2,9487,7,2,55170,55170,2981,20926,14383,22816.6374
0.5,1,2,2,3,206,98,38,5,357,2,3,1.8,5,2,4828,4,5,30858,30858,1602,9793,7156,11353.8056
1.75,2,1,7,3,591,369,174,21,1226,1,11,7.9,4,2,17649,6,5,100303,100303,4454,34557,26102,35702.2898
1.25,2,1,12,2,520,257,126,15,858,1,7,5.4,6,1,13649,5,4,65489,65489,3335,25315,17886,26774.3298
3,1,2,20,1,1321,674,245,26,2116,2,20,14.5,4,2,30677,7,5,181258,181258,9765,61090,45364,70173.6754
1.25,1,2,8,3,460,258,133,13,913,2,8,4.5,5,1,13531,5,2,66932,66932,2757,26146,18911,25152.4462
1.75,2,2,11,1,651,343,180,21,1247,1,10,5.7,4,1,18454,7,5,91161,91161,3881,37388,25950,35689.0908
2,1,2,6,3,843,341,199,17,1478,3,13,8,7,2,21636,7,2,123292,123292,5561,42830,30064,44832.6472
0.5,2,1,3,1,193,99,58,6,362,1,3,2.2,6,2,4884,7,5,26139,26139,1656,10012,7474,11618.6768
3,2,1,11,3,1112,617,335,33,2151,1,18,14.1,5,1,29907,5,4,168468,168468,6593,59439,43271,58539.7014
3,2,1,13,2,1327,616,329,34,2236,3,18,14.6,7,2,30551,7,2,173849,173849,9430,58525,45560,67878.3902
2.5,1,1,8,1,887,554,195,31,1872,1,16,9.5,5,1,26823,6,4,145321,145321,6574,49429,35860,51799.7646
2,1,1,20,3,737,402,188,17,1490,3,12,6.8,6,1,20959,5,3,108567,108567,5111,39613,29693,41174.8518
1,1,2,3,3,376,174,98,12,701,2,7,4.6,7,2,9982,6,4,59507,59507,2475,19940,14844,20490.8564
2,2,1,18,3,699,374,217,20,1412,1,12,7.6,6,2,20414,7,3,117578,117578,4311,39210,29175,38333.9828
2.5,1,1,21,2,916,512,283,27,1729,3,16,9.9,4,1,24026,5,2,146541,146541,8994,52791,36578,61408.7252
2.5,2,1,6,2,906,497,195,22,1725,2,16,12.2,6,2,25394,4,4,144540,144540,8996,52790,36300,61285.3788
0.5,1,1,5,2,194,94,39,6,379,1,3,2.2,5,1,4552,6,3,30041,30041,1795,10167,7183,12108.6504
1.5,2,2,10,1,648,340,137,14,1080,3,9,4.9,4,2,14147,7,2,85739,85739,4663,30017,21492,34058.8094
0.75,2,2,2,3,263,151,64,9,567,3,5,2.9,7,1,7634,4,5,43566,43566,2282,15037,10806,16646.4468
0.5,2,1,3,3,179,89,48,4,374,3,3,2,7,2,4697,5,3,27184,27184,1243,10139,7505,10325.1794
0.5,1,2,4,1,172,96,51,4,350,3,3,2.3,5,1,4789,5,2,28510,28510,1217,10432,7104,10366.2378
3,2,1,8,1,1103,647,282,33,2215,1,19,10.2,5,2,31938,7,4,179909,179909,10615,59412,44255,70935.3676
1,2,1,4,1,426,191,120,9,709,1,6,4.5,5,1,9627,6,2,59523,59523,2237,19776,14399,19894.0054
0.75,1,1,2,2,282,140,69,7,513,1,5,2.5,4,1,6833,5,5,41333,41333,1754,15748,11198,15452.5666
1,1,1,8,1,336,181,92,13,707,3,6,4.7,4,1,9428,7,4,59619,59619,3182,20720,14885,22903.0056
2,1,2,4,2,759,440,247,21,1333,2,13,7.6,5,2,18551,6,3,115461,115461,4326,40071,29038,39165.5302
2.5,1,2,9,2,1109,503,234,24,1910,3,16,9.4,6,2,24303,5,5,153709,153709,7108,52783,36187,56333.1206
3,1,1,17,3,1230,630,232,39,2167,2,19,13.6,4,1,27103,6,2,182686,182686,10041,58932,45553,69418.0006
0.5,1,1,2,2,219,88,44,6,359,3,3,1.9,6,2,4845,7,3,26053,26053,1266,9761,7494,10361.209
2.5,2,2,17,3,970,480,280,27,1714,2,16,9.2,7,2,27275,6,5,142024,142024,7665,50149,35997,56084.715
0.75,1,1,3,1,300,143,71,6,526,1,5,2.7,5,1,7578,7,3,45829,45829,2481,15762,10991,17820.7956
2,1,2,15,1,843,343,192,25,1519,3,13,8.2,6,2,19804,6,5,104421,104421,5692,42238,28935,44908.1008
0.75,2,1,2,1,283,168,57,6,509,1,4,3.5,7,2,6926,6,5,42338,42338,2101,14987,11073,16133.4652
1.5,2,1,3,1,656,302,151,18,1006,1,9,6.1,7,2,15377,4,4,80988,80988,4350,29767,22368,33029.3754
2.5,2,2,7,2,1009,543,205,21,1666,2,17,11.1,5,2,25403,7,4,146085,146085,6911,50306,35865,53913.9606
0.75,2,1,6,2,322,163,82,7,561,1,5,3.6,7,2,7950,6,4,39748,39748,2139,15679,10701,16845.79
1.5,2,2,6,3,527,316,179,16,1083,2,10,5.6,4,2,15617,6,5,86965,86965,3501,30468,22256,30201.1434
3,2,2,14,2,992,641,247,37,2178,1,18,10.5,6,2,29946,7,3,157741,157741,9480,63030,43853,68797.8892
2.5,1,2,24,3,844,438,198,22,1746,1,17,10.5,5,2,24437,7,5,152360,152360,7694,52823,36284,56946.3274
1,1,1,9,3,446,189,92,8,695,2,7,3.6,7,2,10468,4,5,58504,58504,2494,20950,14215,21395.1936
1.25,1,2,11,1,501,228,144,12,952,2,8,4.2,7,1,13214,6,3,65373,65373,4475,24627,18970,29898.9428
1,1,2,9,3,445,213,125,12,680,3,7,4.6,7,1,9390,7,2,59466,59466,2409,21007,14728,21212.178
0.5,1,1,3,3,196,96,46,5,355,3,3,1.9,6,1,4584,5,5,27656,27656,1156,10356,7105,10238.6168
2,2,1,18,3,854,397,229,21,1452,2,13,6.8,7,1,20436,7,2,112749,112749,4337,42449,29683,40890.1872
1.25,1,1,8,3,451,265,118,14,841,3,8,4.8,5,1,13099,5,3,73975,73975,3981,26033,18357,28852.9998
1,1,1,3,3,412,177,121,10,745,3,6,3.2,5,2,9683,5,4,57363,57363,2333,20412,14537,20460.9166
2.5,2,1,6,1,944,464,248,31,1775,3,16,9.1,4,1,25978,5,2,146252,146252,6083,49281,37749,50499.2156
1.75,1,1,6,3,718,370,199,22,1236,2,11,7.2,4,1,18423,7,4,100260,100260,5469,35319,26296,39881.3446
2,2,1,12,1,856,392,209,17,1412,3,13,8.1,4,2,19332,5,4,109567,109567,6518,40700,29553,46727.0664
2.5,2,1,5,3,1041,572,211,31,1756,1,17,8.6,4,2,22595,4,5,149151,149151,6060,52269,36527,52442.299
1.75,2,2,15,2,686,400,158,21,1218,2,12,7,6,1,17951,6,4,100159,100159,4848,37206,24965,38785.0302
0.75,1,2,6,3,312,143,67,8,494,2,5,3.4,4,1,8145,4,5,41023,41023,2473,15033,10929,17452.169
3,2,1,30,2,1094,624,271,37,2098,2,18,12.7,6,2,32419,6,4,182195,182195,8385,60280,43293,64410.8238
1.75,1,1,13,1,729,396,206,19,1207,3,11,6.9,4,2,16686,4,5,98455,98455,4768,35914,26359,38073.3572
1.75,1,1,8,3,647,390,210,18,1329,1,12,6.3,7,2,16696,7,3,100302,100302,4309,36132,24986,36414.7392
1.25,1,2,12,3,496,225,147,12,894,1,7,5.9,5,1,12597,5,3,75743,75743,2757,25014,18954,24724.3194
1.5,2,1,6,2,617,329,183,13,1052,3,10,5.6,6,2,13741,4,5,91011,91011,3628,30266,22363,30913.1282
2,2,2,11,3,858,398,196,20,1321,2,12,9.1,5,1,18070,4,2,121183,121183,6441,38851,29645,45486.714
3,2,2,29,3,1046,587,236,29,2288,2,20,14.6,6,1,31498,7,2,160625,160625,6713,60902,42610,59301.0596
1.25,1,2,5,2,497,286,137,14,825,2,8,4.8,7,2,13444,7,4,66419,66419,4100,24480,17860,28632.7888
2,1,1,8,2,825,408,160,19,1350,3,14,9.3,4,1,21850,6,2,113789,113789,5845,40441,29597,44304.95
1.25,2,2,12,3,533,257,118,14,910,3,8,5.8,7,2,13667,5,5,68014,68014,4471,25473,18359,30471.5134
1,1,1,8,2,427,212,78,12,753,2,6,3.5,4,2,10503,4,3,54865,54865,2830,20006,14971,21802.4606
1,1,1,4,3,335,177,100,9,763,1,6,4.8,6,2,10206,6,5,59274,59274,2449,19451,14723,19949.8212
2,1,1,7,3,843,396,169,16,1353,1,13,7.2,7,1,21812,7,5,119039,119039,4583,41845,28932,41205.6224
0.75,1,1,6,3,282,153,74,8,525,2,5,3,4,1,8049,6,2,42392,42392,2658,15650,11242,18233.1098
0.75,1,1,2,1,261,172,93,9,572,1,5,2.9,4,2,8110,5,2,45393,45393,1920,15097,11200,15563.002
1.25,2,1,3,2,435,251,122,14,922,2,8,4.6,4,2,11827,4,4,73864,73864,3238,26661,18979,26797.6254
1.75,2,1,11,1,614,299,158,19,1262,2,11,7.6,4,2,17150,6,2,92308,92308,5272,34984,25802,38558.85
2,1,1,13,2,699,377,241,23,1424,1,13,8,7,2,20444,6,3,110809,110809,4392,40305,29473,39229.9088
1.25,1,2,3,3,507,270,143,15,934,2,8,5.7,7,2,11346,4,3,69221,69221,3080,25778,18691,26211.8492
0.5,1,2,2,1,197,86,41,6,364,1,3,2,6,1,4580,7,4,26362,26362,1196,10211,7107,10283.136
1,2,2,4,3,353,191,117,9,711,1,7,4.7,4,2,9994,4,5,58586,58586,2941,21161,14959,22509.9788
3,1,1,13,1,1284,553,325,38,1992,1,18,12.4,6,2,32197,6,5,174876,174876,9719,58339,45396,68447.1994
1,1,2,5,2,342,209,90,10,656,3,6,3.8,7,1,10136,7,2,60158,60158,2491,21002,14911,20935.1872
1,2,1,3,3,441,174,123,8,710,2,6,3.8,4,1,10812,7,4,56922,56922,2749,19889,14631,21610.1624
1,2,2,4,3,347,205,92,10,703,1,7,3.4,5,2,9693,5,2,57306,57306,2245,21215,15064,20301.0586
0.75,1,2,5,2,324,139,77,9,509,3,5,2.5,4,1,6921,6,4,44970,44970,2530,15859,11370,18134.1242
0.5,1,2,4,1,192,90,46,6,369,3,3,2.3,4,1,5069,7,3,30702,30702,1655,10178,7425,11672.9138
1,1,1,7,1,416,213,96,8,703,3,7,3.6,7,2,9991,4,5,57936,57936,2244,19593,14988,19753.9982
2.5,1,1,9,2,1058,552,263,22,1881,2,16,10.3,6,2,27462,6,5,130292,130292,7024,53361,37793,56205.0524
1.5,1,2,5,1,671,272,157,19,978,3,10,5.7,7,2,13687,6,5,86879,86879,4966,30044,22211,35179.4774
1.5,1,1,10,1,672,318,156,16,1080,1,10,5.3,7,1,15681,7,4,80090,80090,3601,29326,22673,30536.2162
0.5,2,1,1,3,189,111,56,5,350,1,3,2,7,2,4699,7,3,26092,26092,1445,10452,7342,11182.1198
2.5,2,1,22,3,965,546,242,28,1871,3,17,9.8,7,1,23824,4,4,141743,141743,6605,50176,36735,52738.6648
2.5,1,1,11,2,1032,521,267,28,1708,2,15,8.2,6,1,24829,7,4,134975,134975,8833,48902,36325,59295.6058
1.75,2,2,10,3,779,358,149,15,1282,2,12,6,6,1,16586,7,5,96480,96480,5324,37123,26512,40619.9972
2,2,2,11,1,753,457,165,20,1439,3,12,9,4,2,19830,6,4,117440,117440,6577,41942,30343,47062.106
2.5,1,1,16,1,913,559,260,24,1780,2,15,9.9,4,2,23755,7,5,133992,133992,6649,50903,37207,53022.631
0.5,1,1,1,2,217,101,62,4,362,1,3,1.6,4,2,4772,4,5,30054,30054,1162,9946,7535,10137.7344
1.75,2,1,13,3,667,369,159,15,1188,3,11,5.8,5,2,17567,5,3,105070,105070,5625,36663,25221,40801.4534
1,1,1,10,2,405,208,84,10,718,2,6,4.5,7,1,9202,4,3,52286,52286,3288,19761,14504,23035.1404
0.75,1,2,3,2,307,143,93,8,540,3,5,3.5,5,1,7182,5,2,39270,39270,2477,15411,10832,17687.8164
3,2,2,28,1,1137,662,238,33,2168,2,19,12.2,6,2,32180,5,3,179276,179276,8480,58424,45403,63862.616
2,2,1,15,2,763,383,186,20,1504,3,13,7.9,4,1,21633,7,5,105738,105738,7032,40625,29430,47836.8066
2.5,1,1,6,3,855,428,222,32,1722,2,16,9,4,1,25779,4,5,154182,154182,5555,51519,37346,49619.3358
1.5,1,2,11,2,649,261,169,13,1086,3,10,5.8,7,2,15362,5,4,84548,84548,3864,29661,21805,31451.5124
0.75,1,2,7,2,315,146,90,9,568,3,5,2.8,7,1,6987,7,2,44932,44932,2250,15720,11097,17183.7774
3,1,2,9,1,1085,524,358,28,2107,1,18,13.7,6,2,27366,4,4,168433,168433,7707,62309,44414,63468.0132
1.25,1,1,4,1,494,258,124,12,879,1,8,5.1,7,1,12329,5,3,76515,76515,4410,26486,18170,30652.7858
2,1,1,18,2,770,374,168,16,1480,3,13,7.4,5,1,21061,6,4,109336,109336,5852,42614,29781,45236.9522
1.75,1,1,15,1,741,299,155,18,1289,1,12,6.6,6,2,17955,6,4,102024,102024,5821,35956,25555,41378.291
3,1,2,30,2,1284,519,353,28,1977,3,19,12.9,5,2,29066,6,3,170415,170415,9825,59379,43387,69382.1932
2.5,1,1,20,1,967,484,194,27,1696,2,16,8,5,2,27249,4,3,135534,135534,5817,51945,37271,51136.3098
1.75,1,2,10,1,646,375,181,18,1265,1,12,7.9,5,1,16993,6,4,96963,96963,6129,36233,26230,42107.1586
1.5,2,2,7,3,504,321,175,14,1012,2,10,7.1,4,1,14917,6,4,88366,88366,4958,31003,21734,34941.8234
1.75,2,2,6,1,608,322,162,18,1293,3,11,6.9,6,1,15997,6,3,107584,107584,5651,37140,25898,40890.4194
0.75,1,2,5,3,332,161,89,9,488,1,4,3.3,5,1,7299,6,2,45833,45833,1630,14564,11009,14685.3998
3,1,2,27,2,1109,662,302,35,2275,1,18,12,7,1,30090,5,5,172225,172225,9673,63128,45264,70078.218
1.5,2,2,13,1,539,324,135,19,1130,3,10,4.9,6,2,13518,4,2,92512,92512,3557,30781,22100,30545.3836
1,1,1,8,2,339,227,99,13,657,3,6,3.9,6,2,9139,4,2,57031,57031,2792,19430,15021,21020.1678
1.25,1,2,11,2,509,220,97,13,873,3,8,5.2,4,2,12134,4,2,67567,67567,4262,24580,18191,29173.3268
2,2,2,11,2,755,376,172,18,1518,2,13,7.4,4,1,21688,7,5,120551,120551,6995,40073,30091,47362.8176
2,2,1,17,1,890,436,242,21,1521,3,13,8.8,6,2,21877,7,3,109743,109743,6054,39215,28949,44698.4154
2.5,2,1,7,3,945,522,223,21,1831,2,16,11.3,6,1,23929,5,2,132886,132886,8629,52883,35705,60397.0658
3,1,2,23,2,1134,598,280,26,2106,1,18,13.1,6,2,31436,7,5,183321,183321,10207,64313,43692,72467.8672
2,1,1,12,3,719,341,218,24,1414,3,13,8.6,7,1,20439,7,5,104291,104291,4498,41893,28867,40480.8478
2,2,1,14,3,675,411,230,17,1466,3,12,7.5,5,1,18537,6,4,110373,110373,4712,41940,28442,40963.8274
3,1,2,25,3,1209,677,320,27,1974,3,20,12.8,6,1,30022,7,2,170221,170221,9366,59991,45304,67924.7044
1,1,2,4,1,379,220,92,12,693,3,6,3.6,5,1,9303,4,4,57271,57271,3018,19793,14226,22083.2006
1.75,1,1,5,3,678,350,187,16,1218,1,11,8,5,1,18194,7,5,103311,103311,5072,37287,25090,39520.8988
1.5,2,2,11,1,579,273,132,19,1076,3,9,6.1,6,1,15551,5,4,83436,83436,5326,32205,22534,37009.2302
1.5,2,2,7,1,660,255,176,13,1146,3,10,6.6,4,1,13951,6,2,82034,82034,4969,32060,22442,36242.9102
0.75,1,2,5,3,259,169,59,9,562,2,5,2.7,7,2,7211,6,5,44538,44538,2326,15543,11162,17031.5422
1.25,1,1,3,2,488,222,130,14,834,1,8,4.3,6,2,11437,6,4,74651,74651,3840,25672,18620,28398.6874
0.75,1,1,3,2,283,139,59,7,492,3,5,2.7,5,2,8083,6,4,44239,44239,2591,15538,11018,17949.8966
2.5,1,2,21,3,861,478,276,29,1724,2,15,8,6,1,26977,5,2,153444,153444,6799,49193,36669,52340.7954
2,1,2,10,2,687,406,169,20,1495,3,13,8.7,7,2,21630,4,4,107260,107260,6873,41414,30096,47428.326
0.75,1,1,7,2,251,155,61,9,506,1,5,3.2,4,2,7612,5,4,44999,44999,1690,15743,10724,15107.7024
0.5,2,2,3,1,169,113,61,6,332,3,3,2.2,7,2,4549,6,2,28024,28024,1577,10608,7232,11596.6298
1,2,1,6,3,414,222,121,10,670,2,7,4.4,5,2,9282,4,2,59884,59884,2562,20520,15082,21267.7764
2.5,1,1,13,1,984,496,247,26,1865,2,16,11.6,4,1,24837,4,5,139340,139340,6032,52829,37704,52462.8074
1,1,1,7,2,362,177,84,9,692,2,7,3.5,5,1,10673,6,3,61368,61368,2727,19702,15128,21043.9146
1.25,2,2,12,1,461,226,122,16,929,1,8,4.2,5,2,13399,7,4,66106,66106,3799,25594,18852,28089.5998
1.75,1,2,17,2,662,318,199,15,1142,1,11,6.9,5,2,16824,7,5,92681,92681,3842,34952,25553,34352.3248
3,1,1,7,2,1010,674,361,27,2090,3,19,13.4,7,2,32626,6,5,169271,169271,10069,60748,44212,69685.0852
1.25,1,2,5,3,531,246,111,16,924,3,8,5.2,6,1,12868,6,2,70473,70473,3933,26269,18889,29191.3336
2.5,1,1,8,2,1020,427,260,22,1641,3,15,11.6,6,1,27422,5,2,138733,138733,5586,53001,37660,51341.8044
3,1,1,22,2,1280,603,326,37,2084,2,19,14.1,4,1,28762,6,3,159363,159363,7152,61693,45074,62250.3924
2,1,1,10,3,677,430,207,19,1322,1,14,8.3,6,1,20329,6,4,104823,104823,5542,42438,29562,43835.4458
2.5,1,1,20,1,1110,451,224,21,1808,1,16,10.3,6,2,24883,7,4,137626,137626,7322,53122,37706,57179.9366
2.5,1,1,14,2,1025,569,266,29,1872,1,16,10.5,4,1,26476,7,3,138082,138082,5454,49717,36603,49184.9152
2.5,1,1,21,1,907,568,259,29,1755,3,16,10.9,4,1,24612,7,2,143937,143937,6006,53212,36170,52255.2624
1.75,2,1,11,3,672,379,174,22,1173,3,12,7.4,4,1,16964,4,5,91026,91026,5220,37379,25341,39987.3728
2,1,2,9,2,744,376,205,25,1374,1,12,8.2,6,1,18162,5,5,119868,119868,4776,42781,29766,41906.1524
1.5,1,2,7,1,629,328,147,15,1135,3,10,6.1,5,1,13940,6,2,78182,78182,3761,29135,22633,30722.308
2.5,1,2,19,3,937,492,297,28,1893,3,15,9.1,5,2,23915,6,2,136529,136529,5629,51150,36205,50124.343
2.5,1,2,21,1,942,489,215,32,1866,2,16,11.2,7,2,23655,7,5,139284,139284,8245,51908,36709,58650.511
1.25,2,2,4,3,502,273,118,12,825,1,8,4.1,4,2,11505,7,3,75255,75255,4406,24675,18796,29663.521
1.75,2,2,14,1,611,351,214,17,1254,2,11,7.1,5,1,16377,4,2,100710,100710,5328,35768,24972,39223.4154
2,2,1,9,3,767,442,222,21,1357,1,13,7,6,1,20356,7,5,121190,121190,4606,42659,29067,41439.8312
0.5,2,2,2,1,215,91,55,6,359,3,3,2.3,6,1,5214,5,2,27801,27801,1662,10623,7346,12063.1828
0.75,2,1,2,1,327,144,94,8,519,2,4,2.6,6,1,7376,6,2,43747,43747,2145,15402,10939,16726.4752
1.25,1,2,11,2,529,268,137,13,857,1,8,5.8,6,2,13487,5,4,67615,67615,3938,25815,17990,28995.4574
2.5,1,2,17,2,1007,440,191,29,1787,1,17,8,6,2,25154,4,3,152859,152859,5602,53701,37932,51602.0908
2.5,2,1,12,2,932,496,210,27,1787,2,15,10,6,1,26105,4,5,138054,138054,8273,53611,37020,59579.141
0.75,1,1,3,3,273,151,83,7,528,3,4,3,7,2,7016,6,5,42626,42626,2014,14656,11072,15666.5832
1.5,1,2,4,3,647,283,138,18,1136,3,9,5.2,4,1,16483,4,5,78264,78264,3360,30191,22572,30083.1366
2.5,2,1,14,1,1010,445,272,29,1752,2,15,11.2,4,2,23896,6,4,141130,141130,7305,48608,37987,54288.4792
0.5,2,1,4,1,205,106,38,4,333,1,3,1.9,4,2,4582,5,2,27114,27114,1363,10560,7262,11013.3764
2,1,2,18,2,890,447,252,25,1422,1,13,9.3,5,1,20632,7,3,114720,114720,4458,38972,29598,39600.7064
1.5,1,2,12,1,603,273,180,14,1139,1,10,5.1,6,2,15978,5,4,81070,81070,3223,29973,21910,29414.9756
1.5,2,1,3,2,559,271,134,12,998,3,10,5.6,6,2,15407,6,3,92599,92599,4468,31102,22568,33653.2414
2.5,2,2,16,1,832,519,250,32,1846,1,17,9.4,6,1,27344,4,5,137312,137312,8969,50957,37317,59934.1888
0.5,1,1,4,3,218,90,53,5,376,3,3,1.7,5,1,5087,7,3,28936,28936,1279,10716,7465,10917.2174
1.25,2,1,11,2,436,257,112,14,896,2,8,4,4,2,13595,6,3,71266,71266,3621,26194,18656,27726.359
1.5,1,1,10,1,583,290,165,18,1071,1,9,7,7,1,13757,7,2,85104,85104,4767,29420,22695,33839.5514
1.75,2,1,4,1,610,386,214,19,1297,1,12,7.4,5,2,18445,6,5,106147,106147,3839,36856,25916,35176.449
1.25,1,2,6,3,482,282,122,10,879,2,8,5.5,6,2,11740,4,2,77024,77024,4127,25237,18026,29038.248
1,1,2,3,3,371,209,106,9,691,3,7,3.9,7,1,9412,6,5,52589,52589,2278,19815,14819,19792.5224
0.5,1,2,2,3,198,104,49,5,381,2,3,2.2,6,2,5359,4,5,28555,28555,1652,10569,7209,11918.0118
2,1,1,18,3,697,370,182,16,1331,2,13,9.1,6,2,19668,7,2,105329,105329,4942,39512,28552,40433.8736
2.5,1,1,24,1,1011,444,268,29,1808,3,17,9.3,6,1,25103,4,3,134356,134356,8315,51350,37726,58931.6806
1.25,1,1,9,3,514,275,115,13,847,1,8,4.1,5,1,12976,7,4,76257,76257,3930,24653,18627,28223.1952
2.5,2,1,7,2,1040,490,225,23,1787,2,16,9.6,5,1,23421,6,5,132252,132252,8280,49639,36756,57962.8442
1.25,1,1,7,3,459,287,104,15,823,2,8,5.8,6,2,11687,4,5,71444,71444,3229,25071,18860,26022.1574
1.75,2,2,15,1,653,374,189,20,1179,1,12,6.9,7,2,18013,7,3,100971,100971,3938,36565,25829,35495.0026
1.5,2,1,6,1,577,301,124,13,991,2,9,5,5,2,16486,4,2,80764,80764,5039,31892,22734,35910.4372
1.25,1,2,7,1,447,247,131,15,916,2,8,5.1,7,2,11834,5,2,75402,75402,3637,26867,18677,28242.7268
1.5,1,2,5,2,500,265,124,14,1036,1,9,6.6,6,2,15654,6,5,86717,86717,5087,31921,22444,35746.7708
1,1,1,2,3,438,198,105,9,660,3,7,3.6,7,1,10849,5,5,52007,52007,3597,20635,14546,24648.5098
0.5,1,1,3,3,195,94,58,5,336,3,3,2.2,7,1,4522,7,3,26870,26870,1179,10504,7196,10410.6844
1,1,2,4,1,369,179,92,12,691,1,6,3.4,5,2,10561,5,3,58950,58950,2545,20246,14948,20801.8322
1.25,2,1,7,3,529,242,117,16,863,3,8,4.2,7,2,12266,7,3,75245,75245,3870,26002,18110,28845.1532
0.75,1,2,2,2,299,133,74,10,542,1,5,2.8,6,1,6869,7,4,46182,46182,2198,15627,10845,16870.4938
3,1,1,29,2,1011,655,349,35,2111,3,20,12,6,1,27615,7,3,185266,185266,7472,61110,43355,61753.343
0.5,2,2,2,1,210,98,42,6,372,2,3,2,4,1,4974,6,3,27704,27704,1163,10699,7146,10492.8348
1.75,1,2,12,2,631,377,137,18,1186,3,11,6.8,4,1,15899,5,3,99388,99388,4423,36364,26246,36701.8598
1.75,2,2,16,1,642,357,170,21,1160,3,11,7,7,1,18189,4,5,91089,91089,4299,36660,24936,36587.6178
2,2,1,15,3,726,359,178,26,1477,1,13,7.7,4,1,20685,6,4,107380,107380,6104,40365,29890,44618.977
1.75,2,2,13,1,772,368,185,21,1317,3,11,7.4,7,2,17172,7,5,105607,105607,4853,37036,25836,39131.5144
2.5,2,1,20,2,1020,472,280,27,1719,1,15,9,6,1,25863,4,2,150655,150655,7613,51910,36838,57080.9926
2.5,1,1,13,1,986,518,261,21,1737,1,15,8.1,6,1,27266,5,2,152668,152668,6401,49829,36008,51991.6332
2,2,2,8,3,724,363,185,22,1448,1,13,9.7,5,1,19966,4,2,115754,115754,4690,42582,28757,41430.9932
1.5,1,2,4,1,508,309,186,13,1004,1,9,5.3,4,2,14547,7,5,78304,78304,3668,30804,22242,30813.8494
2,1,2,6,3,863,364,219,21,1526,1,13,9.7,7,2,21550,7,4,110219,110219,4778,40136,29546,41070.95
