Cultivated area (hec),Tillage (frequency),Operations (frequency),Seed (Kg),Seeding (frequency),Urea (kg),Phosphate  (kg),Potash (kg),Micronutrients (Kg),Carrying (kg),Fertilizing (frequency),Insecticide (lit),Herbicide (lit),Spraying (frequency),Cultivator (frequency),Water (m3),Irrigation (frequency),Harvesting (frequency),Loading & unloading (kg),yield (kg),Diesel (lit),Electricity (kwh),Calculated carbon emission (kg co2-eq),Carbon emission-CFT (kg co2-eq)
1.25,1,1,1434,1,504,193,110,12,8513,2,10,2.1,4,10,12287,4,3,76977,76977,20,12130,2368,
2.5,2,2,1821,1,1065,305,191,25,17420,2,19,5,7,9,23542,5,4,158993,158993,33,24248,5144,
1.75,1,1,1413,2,619,294,204,15,11771,1,12,3.8,4,9,17022,2,3,112586,112586,28,17258,3801,
1.75,1,2,1583,3,689,223,155,20,10113,1,13,4,4,10,16970,5,2,108668,108668,23,16941,3791,
0.75,2,2,718,1,286,124,67,7,4828,3,6,1,5,12,7233,5,2,49333,49333,11,7186,1440,
2.5,2,1,2347,3,984,307,314,26,18197,1,19,5.3,4,10,23907,5,4,164843,164843,32,23319,5496,
0.75,2,1,638,1,292,104,84,7,5039,3,6,1,5,10,6299,5,4,44154,44154,12,7036,1505,
1.25,2,1,1254,2,506,180,147,11,7197,1,9,3.5,6,10,10420,4,3,81259,81259,15,11603,2582,
1.75,1,2,1676,1,685,228,206,17,12236,1,13,3.1,7,12,15942,5,4,114110,114110,29,16789,3686,
0.75,2,2,631,1,297,127,61,10,4426,1,6,1.9,6,9,6474,3,3,44110,44110,9,6919,1487,
1.25,1,2,1394,3,489,202,126,14,8113,2,9,1.9,6,11,11858,3,2,80887,80887,20,11712,2530,
0.5,2,2,383,3,193,87,43,5,3140,1,4,1,6,11,4433,2,2,32605,32605,9,4834,983,
2.5,1,2,2147,2,1028,363,286,20,17299,3,19,3.9,6,9,23834,4,2,155186,155186,29,23837,4776,
1.5,2,2,1326,2,582,252,140,14,8684,1,12,3.9,4,10,14792,3,4,93095,93095,22,14005,3035,
3,1,1,2533,3,1124,415,323,39,19721,3,22,7.2,4,12,27004,6,4,179046,179046,50,28113,6116,
3,2,1,3436,3,1277,389,242,27,18354,3,24,8,5,12,24748,5,3,187314,187314,53,28583,5846,
2,1,2,1434,2,714,322,239,19,12210,3,16,4.3,7,12,19126,2,1,124838,124838,27,18424,4176,
2,2,1,1974,3,754,311,219,22,13412,3,14,5.6,4,10,17030,5,3,129563,129563,26,19088,4312,
1.5,2,1,1738,1,564,230,157,16,10876,1,12,3.1,7,11,12500,4,1,91449,91449,22,14113,2855,
0.75,1,1,563,2,280,107,70,8,4375,2,5,2.1,6,11,6059,3,4,45819,45819,9,7033,1558,
1,1,1,1026,3,445,175,83,9,6587,3,8,2.1,4,12,8442,3,3,60899,60899,18,9486,1912,
1.5,2,2,1078,3,551,181,131,16,10421,1,11,4.2,6,12,12435,4,1,95403,95403,25,14129,2991,
1.75,1,1,1474,2,726,273,197,20,12223,2,13,4.5,7,11,15887,3,4,101547,101547,21,16939,3809,
1.75,2,1,1709,2,636,288,135,21,11352,3,13,3.4,7,12,14179,4,1,112359,112359,27,16105,3464,
3,2,1,2577,2,1335,386,364,35,17561,2,22,4,4,10,26588,4,2,186997,186997,47,28510,6300,
1,2,1,1077,1,426,127,90,11,6462,2,8,2.2,7,9,8930,5,3,63689,63689,12,9443,1900,
3,2,1,2678,3,1231,477,269,31,17807,1,22,8.2,7,9,24458,3,4,176925,176925,33,27607,6429,
1,1,1,907,3,389,170,100,12,5998,1,7,1.9,5,12,9495,2,1,58041,58041,15,9400,2150,
1.5,1,1,1241,1,630,199,139,14,10177,3,12,2.8,4,10,14334,5,3,90221,90221,21,14194,2967,
1.5,1,2,1329,1,535,254,174,14,10526,1,12,4.2,5,10,13686,3,3,86200,86200,20,14463,3135,
1.5,2,1,1137,2,612,236,180,18,10121,1,12,4,6,10,12492,2,4,98686,98686,26,14675,2950,
3,1,1,2567,3,1075,502,269,35,20067,2,23,7.2,7,9,24595,4,4,188205,188205,47,28037,5998,
0.75,1,2,876,2,310,125,68,9,5467,2,5,2,7,11,7054,2,1,46442,46442,11,6925,1521,
1.75,1,2,1609,2,661,213,157,15,10840,1,14,4.9,7,11,15468,4,4,113044,113044,24,17260,3502,
1.75,1,2,1471,1,759,315,188,22,10034,3,13,3.2,7,10,15687,2,2,112554,112554,31,17046,3591,
0.75,2,2,634,2,267,133,83,9,4513,2,5,1.3,4,12,6286,3,4,48646,48646,12,7237,1440,
0.75,1,1,861,1,312,96,63,9,4263,2,6,2.1,4,11,7204,2,2,43754,43754,10,6933,1532,
0.75,2,2,753,2,300,112,80,9,4614,2,6,1.2,4,11,6555,3,4,47023,47023,11,6979,1593,
0.5,2,2,403,1,195,72,62,5,3160,3,4,0.7,7,10,4977,2,1,30582,30582,9,4820,1055,
2,1,1,1706,2,890,276,238,24,12099,1,15,3.6,4,12,17472,4,1,126438,126438,34,18644,4127,
1,1,2,847,3,424,180,106,8,5664,1,8,2.1,5,10,8133,2,1,57046,57046,14,9577,2068,
1.75,1,1,2051,1,760,305,159,16,10209,2,13,4.4,5,12,14194,4,3,110031,110031,20,17274,3606,
1.5,2,2,1605,2,593,196,139,15,8554,1,11,3.8,5,10,13308,4,1,91027,91027,22,13950,2900,
3,2,2,2839,2,1336,370,284,26,20633,1,22,4.3,4,12,29235,3,4,177774,177774,41,28290,6008,
2.5,1,2,2497,3,1039,350,247,25,15761,2,19,6.3,5,9,21080,4,3,161016,161016,43,24620,4978,
2,1,1,2398,2,749,275,235,16,13123,1,16,4.9,6,9,19221,6,3,122296,122296,33,18839,4347,
1.5,2,2,1378,2,615,213,176,14,9639,2,11,2.2,5,9,14928,6,4,85556,85556,26,14791,2844,
2,2,1,2255,1,896,348,248,26,14060,3,15,5.4,6,11,17681,5,1,122855,122855,32,19353,3833,
0.75,2,1,826,3,280,94,93,6,5148,3,6,1.2,5,10,6830,5,2,45737,45737,8,7209,1488,
0.5,1,2,469,2,205,80,62,5,3550,3,4,1.2,6,9,4182,6,2,29907,29907,6,4665,1029,
1,1,1,1136,3,437,120,98,11,5794,1,7,2.6,4,12,9575,2,4,58724,58724,18,9323,1975,
1,1,1,920,3,357,120,83,9,5955,3,7,1.6,5,10,8940,5,3,63678,63678,16,9392,2058,
0.75,2,2,686,1,336,110,80,8,4857,2,6,1.1,4,9,7395,4,1,43375,43375,12,7233,1550,
0.75,2,2,708,1,307,104,87,8,5306,3,6,2,7,12,6602,3,4,44761,44761,12,7333,1435,
1.25,2,2,1499,1,466,152,155,13,7688,1,10,3.6,6,11,12342,5,4,72517,72517,21,12350,2425,
0.5,1,1,405,3,192,71,55,5,3552,2,4,1.4,7,10,4682,6,1,32262,32262,7,4775,1071,
2.5,2,2,1988,1,958,301,260,29,15747,2,20,3.8,7,10,21640,4,4,142188,142188,42,24725,4970,
2.5,2,2,2167,3,973,386,201,32,14541,1,20,6.8,4,11,21925,3,3,159911,159911,39,23956,5060,
0.5,2,2,527,1,196,82,60,5,3482,3,4,1,6,10,4149,6,2,28855,28855,7,4772,1065,
1.25,2,2,986,1,503,187,114,15,7349,1,9,2.9,5,12,11797,4,3,82248,82248,20,12081,2449,
0.75,1,1,598,1,266,108,89,8,4792,3,6,1.7,4,9,6609,2,2,46603,46603,12,7193,1616,
1.5,2,2,1292,1,618,225,153,16,10602,2,11,2.4,6,9,13292,4,3,96201,96201,20,14166,3080,
3,2,1,2597,3,1261,504,282,37,18104,2,23,5.4,7,11,25504,2,2,188101,188101,46,28096,6248,
1.5,2,1,1594,3,662,267,141,17,8473,2,11,3.5,4,9,14450,4,1,86773,86773,24,14820,2924,
2.5,1,1,1958,2,1096,441,215,30,17564,1,18,4.8,6,11,23672,3,4,147712,147712,41,24408,4754,
0.75,2,1,601,2,284,127,74,10,5380,2,5,1.6,7,10,7322,6,4,46666,46666,13,7038,1534,
1.25,1,2,1004,1,543,222,106,14,7755,3,10,3.2,5,10,12228,2,3,70665,70665,20,11664,2709,
1.5,1,1,1793,3,578,253,140,15,10468,2,11,3.4,6,11,13822,6,3,94653,94653,20,14034,3265,
1.75,1,1,1509,2,763,214,163,17,10236,2,13,3.2,6,9,17236,6,3,110552,110552,21,16181,3539,
3,2,2,2535,3,1329,442,336,26,17223,1,24,5.2,7,9,27597,6,2,181323,181323,42,27848,5828,
1.25,1,2,1311,2,456,177,149,14,8252,3,9,2.5,4,9,10576,4,2,71449,71449,19,12269,2522,
0.75,2,1,534,3,337,127,82,8,5388,2,6,1.5,6,10,6385,2,1,42560,42560,11,7250,1579,
1.75,2,2,2044,3,692,214,209,22,11663,3,13,2.8,6,12,15769,2,3,115222,115222,23,17275,3378,
3,1,2,2654,1,1088,368,240,35,17439,2,24,5.7,7,12,29027,2,1,197366,197366,50,28575,5936,
1.25,1,1,1031,2,520,216,109,12,7694,1,9,3.4,7,9,10024,3,3,80079,80079,15,12071,2593,
1.75,2,2,1797,1,766,225,184,20,10492,3,14,4.8,4,11,17254,6,1,106969,106969,23,16259,3467,
1,1,1,1160,1,414,155,84,12,7200,2,8,2,4,9,8629,5,2,61460,61460,15,9670,1972,
2,2,1,1871,2,899,334,188,22,12430,1,15,5.4,4,12,19102,4,1,130297,130297,34,18459,3778,
2,1,1,2330,2,814,311,158,23,13363,2,16,4.1,4,12,16216,5,4,130611,130611,25,18861,3841,
1,1,2,932,2,378,134,100,8,6543,1,8,1.4,5,12,9939,3,3,57594,57594,16,9564,2063,
1.5,2,2,1269,3,617,205,187,15,8413,1,12,4.3,4,10,14417,4,1,96699,96699,22,13817,2865,
0.5,1,2,421,1,208,86,51,5,3644,1,4,0.8,6,12,4355,2,1,32296,32296,8,4919,1012,
