Cultivated area (hec),Tillage (frequency),Operations (frequency),Seed (Kg),Seeding (frequency),Urea (kg),Phosphate  (kg),Potash (kg),Micronutrients (Kg),Carrying (kg),Fertilizing (frequency),Insecticide (lit),Herbicide (lit),Spraying (frequency),Cultivator (frequency),Water (m3),Irrigation (frequency),Harvesting (frequency),Loading & unloading (kg),yield (kg),Diesel (lit),Electricity (kwh),Calculated carbon emission (kg co2-eq),Carbon emission-CFT (kg co2-eq)
1.5,2,1,1.7,3,247,137,64,14,632,2,4.3,1.6,3,4,5949,4,19,73983,73983,59,942,7248,1904.1298
3,1,2,5.2,3,453,317,194,40,1215,3,6.2,2.8,2,5,13234,4,20,144034,144034,115,1742,15177,3514.1468
1.5,1,2,3,3,239,140,60,20,624,2,3.8,0.8,3,3,5995,6,19,77997,77997,57,1314,8689,2043.419
2,2,1,5.9,2,333,169,118,16,854,3,4,1.7,3,4,7880,6,18,98993,98993,80,4511,11047,4292.806
1.5,1,1,5.7,2,227,152,92,18,635,1,4.3,1.6,2,5,6131,7,19,73256,73256,60,3134,8673,3005.1062
3,1,2,5.8,2,422,321,188,22,1093,3,8.1,1.5,3,3,12413,5,20,151921,151921,109,2168,16402,3585.4926
1.5,1,1,2.1,1,192,125,65,11,588,1,4.3,1.6,2,3,6952,7,18,78953,78953,59,2162,7479,2313.6904
3,1,2,11.6,1,431,313,194,41,1235,2,6.1,1.2,4,4,10654,6,19,144679,144679,113,3524,16626,4342.3908
2,1,2,4.6,2,353,222,122,23,857,2,3.9,1.6,4,6,6979,6,20,95013,95013,76,4370,11117,4296.3958
0.5,2,1,0.9,2,75,46,31,5,201,1,1,0.3,3,3,2267,4,17,24546,24546,18,743,2820,820.4234
2,1,1,2.4,2,282,195,128,22,825,3,5.5,2.8,4,6,9095,6,19,104300,104300,72,2620,9683,3055.419
1.75,1,1,3.5,2,255,164,102,13,744,3,4.4,0.6,2,6,6105,5,21,88164,88164,62,2921,8830,3009.661
3,1,1,8,3,529,339,185,33,1117,1,6.1,0.1,4,5,12968,4,18,141478,141478,111,888,16519,3339.0236
1.5,1,1,4,3,211,171,93,15,551,3,4.3,1.4,3,4,6759,7,21,77613,77613,55,3391,8346,3054.5318
0.5,2,1,0.9,1,76,57,27,7,207,2,1.4,0.4,4,6,1756,6,19,25945,25945,20,1028,2749,991.6312
2.5,2,1,2.7,3,376,218,118,25,1053,3,6.1,3,2,4,11409,5,19,132365,132365,94,3850,12682,4224.0618
3,1,2,9.3,2,478,320,178,32,1252,3,7.4,2.3,3,3,13770,4,19,154462,154462,118,3308,14753,4486.184
1.25,2,1,3,1,216,123,52,13,530,1,3.4,1.3,3,3,4471,6,17,61457,61457,48,703,6545,1582.6042
1.75,1,2,3.9,3,222,195,93,17,631,1,4.5,0.8,4,3,7660,6,19,90696,90696,62,3285,9811,3063.232
1,2,2,3.9,2,132,112,51,10,447,1,2.6,1,3,6,4142,5,20,52666,52666,39,975,5095,1306.6084
1.25,1,2,4.8,3,221,114,70,14,494,3,3.1,1.5,3,6,4878,4,19,61878,61878,47,1878,7022,2237.9456
0.75,1,2,2.9,1,130,71,32,8,334,2,1.7,0.3,2,3,3043,4,17,37671,37671,28,1227,4021,1371.7786
0.5,2,2,1.9,2,76,56,25,6,209,2,1.5,0.2,2,3,1915,4,17,25685,25685,18,749,2889,832.343
2.5,1,1,9.8,1,300,232,159,19,904,2,7.1,1.7,3,3,8829,6,17,126735,126735,100,3792,13810,3863.4958
1.25,2,1,1.3,1,199,143,55,13,554,2,3.5,1.2,4,6,4753,4,17,65700,65700,45,1432,7265,1891.6506
1,1,1,3.3,2,165,93,51,12,382,3,2.5,1.2,4,5,4419,7,20,51782,51782,38,2008,4969,2011.1638
2,1,2,3,1,259,216,106,24,827,1,5.2,2.2,4,4,8683,6,20,96108,96108,79,3976,10313,3690.9766
1.75,2,1,4.7,1,262,169,80,15,647,2,4.1,1.9,4,6,7661,5,18,88760,88760,63,3830,9124,3551.3022
1.5,2,1,2.9,3,205,161,80,13,601,3,4.2,1.5,3,4,5469,5,19,78911,78911,58,1773,7492,2160.8638
1.75,2,1,3.7,2,286,170,84,22,742,1,4.1,2,3,6,8183,5,19,91112,91112,68,1602,8706,2474.4766
0.75,1,2,2.2,3,111,76,45,8,307,2,2.1,1,3,3,2572,6,20,37826,37826,29,934,4240,1148.8344
1.5,2,1,2,3,213,170,88,17,638,2,4,1.1,2,5,5243,6,18,77359,77359,58,551,8641,1529.8586
1.25,1,1,4.6,3,197,135,65,9,553,2,3,1.3,4,3,5565,7,17,63982,63982,49,2649,6591,2548.763
1.25,2,2,4.7,3,211,137,61,15,516,3,2.7,1.3,3,3,5210,6,19,60251,60251,45,993,6525,1701.532
2,1,2,5.6,3,360,160,129,25,770,3,5.1,2.4,4,3,8101,6,20,105161,105161,80,4155,11007,4247.5602
0.75,2,2,2.8,3,95,83,42,9,271,3,2.2,0.9,4,3,2553,6,20,38099,38099,28,452,4132,812.8406
0.75,1,1,1.9,1,101,73,47,8,312,2,2.1,0.7,3,6,3040,7,19,35494,35494,29,1258,3981,1273.738
0.5,2,1,0.6,1,84,46,30,4,183,3,1.4,0.3,4,5,1886,4,20,24165,24165,18,589,2902,782.3872
1.25,1,2,3.4,3,196,115,57,15,511,3,2.7,0.3,4,3,5235,5,21,63464,63464,50,1562,7223,1937.757
0.75,1,2,2.7,2,117,85,48,5,305,3,1.7,0.1,3,4,3287,6,18,39237,39237,28,892,3976,1131.9074
1,1,1,3.8,3,130,90,64,11,428,2,2.2,0.2,2,4,4118,7,21,50205,50205,37,472,5689,1001.7036
0.75,2,2,1.6,1,98,70,48,6,286,1,2.2,0.5,3,6,3373,5,17,36489,36489,29,398,4406,793.5846
0.5,1,2,1.6,1,67,52,26,6,211,2,1.4,0.7,4,3,1908,7,18,23516,23516,18,358,2637,587.4116
0.5,2,2,1.4,1,89,53,31,4,204,2,1.3,0.5,2,6,1952,4,20,26317,26317,18,1017,2817,1038.9404
1.25,1,2,1.3,3,190,111,55,10,471,2,3.6,0.4,4,4,4464,6,18,62759,62759,49,702,6100,1454.5128
1.5,2,2,5,1,225,164,86,17,610,1,3.5,0.2,2,5,6109,5,19,75689,75689,59,3052,7679,2916.5418
2,2,2,6.9,1,266,178,111,23,785,1,5.5,1.6,3,3,9238,4,18,104011,104011,78,640,10943,1909.3276
1,2,2,3.9,3,149,104,53,8,443,2,1.9,0.7,2,5,4112,7,20,51342,51342,40,1801,5717,1819.1124
1.25,2,2,1.4,3,165,140,74,10,494,1,2.9,0.2,2,4,5387,6,21,64044,64044,49,2590,6280,2354.3974
2.5,1,1,5.4,1,352,208,102,19,948,2,5.1,3.2,4,5,10574,7,21,127974,127974,93,1470,14692,2816.0948
2,2,1,7,1,303,218,90,24,822,2,5.7,2.1,3,5,7800,7,20,105118,105118,79,3420,10090,3591.83
1.5,1,1,4,2,238,148,87,19,654,1,4.1,0.3,4,3,5595,5,18,78430,78430,57,2802,7696,2841.449
3,2,1,8.7,3,366,334,135,28,1104,2,8,2.8,4,4,13435,6,21,151428,151428,120,3284,16298,3984.287
2.5,1,2,5.5,2,346,250,118,20,957,3,6.1,1.5,3,6,8937,7,20,129246,129246,89,2919,12206,3547.5374
1.5,2,1,2.6,1,208,139,62,18,665,1,4.4,0.6,4,4,5390,4,19,76719,76719,53,3124,8658,2871.998
2.5,2,1,8.1,1,449,261,116,19,943,1,6.7,3.4,3,3,9250,4,21,132466,132466,93,749,12675,2892.71
1.5,1,1,4.2,2,216,140,85,11,576,2,3.2,1.3,2,4,5340,7,18,71928,71928,53,2458,8396,2548.978
1.75,2,2,6.4,3,284,173,83,21,699,2,4.6,0.3,4,3,8014,7,20,91792,91792,64,603,9470,1891.4128
0.75,2,2,2.1,3,104,77,48,8,311,3,1.5,1,2,5,3282,4,18,39295,39295,26,601,3881,921.6964
1.75,1,1,6.6,1,278,185,92,17,753,2,5,1.8,2,6,6741,7,19,84422,84422,65,3576,9798,3503.9882
1.25,1,1,4,1,202,125,79,15,473,3,3.6,1.1,4,3,4868,7,21,65580,65580,49,878,6681,1619.4236
1.25,2,1,2.9,2,199,142,64,15,491,3,2.9,0.1,3,3,4399,4,18,62131,62131,45,1319,6925,1806.4498
0.5,2,2,1.1,3,70,47,26,5,195,1,1.3,0.2,4,3,1730,7,20,25383,25383,18,935,2808,902.706
3,2,1,7.5,2,513,321,144,42,1145,3,7.1,2,3,4,11019,5,19,149477,149477,118,5630,16898,5885.2838
0.75,1,1,1,1,132,75,46,8,291,1,1.9,0.9,3,4,2798,7,21,35417,35417,30,435,3680,973.5096
0.75,2,2,2.2,1,121,80,43,7,320,3,1.9,1,2,6,3281,5,18,38662,38662,27,1015,3964,1229.4762
0.75,2,2,2,3,115,84,36,6,305,1,1.8,0.6,4,6,2921,5,17,35692,35692,30,222,4030,775.0842
2,2,1,7.9,3,298,203,101,15,842,2,4.5,2.2,3,6,9194,6,17,94850,94850,71,4161,11399,3932.6988
2.5,1,1,2.6,1,442,202,103,22,901,3,6.6,2.4,4,4,11063,6,19,123922,123922,94,2966,12117,4037.7726
3,2,2,6.5,1,519,314,137,26,1193,3,8.8,3.1,2,6,11347,4,18,158943,158943,116,2343,16655,4167.7594
1.25,1,2,4.1,2,211,118,80,14,481,2,3.3,1.6,2,5,4956,4,21,61423,61423,48,1710,7307,2110.6312
0.5,2,2,0.7,2,79,51,22,6,220,1,1.5,0.6,2,3,1756,6,17,23534,23534,18,522,2884,729.1312
1,1,1,3.3,2,158,93,51,12,424,1,2.8,0.7,2,4,3807,7,17,51284,51284,36,2161,5258,2051.0514
0.5,1,2,1.1,1,80,55,21,4,187,3,1.4,0.4,4,6,2077,4,21,25604,25604,19,946,2787,961.5154
1.25,1,2,3,1,176,137,67,10,551,2,3.6,1.6,3,5,5354,6,19,62726,62726,46,657,7117,1381.1308
0.5,1,2,0.7,1,84,47,20,6,222,1,1.5,0.1,2,5,2189,7,17,23675,23675,19,714,2949,849.7878
1,1,2,2.8,1,125,90,64,8,385,3,2.3,0.8,2,3,4340,6,19,51830,51830,40,413,5501,967.648
1.5,2,2,3.7,2,228,149,94,12,552,1,4.4,1,3,3,6871,6,18,77977,77977,53,3144,8140,2984.7342
1.5,2,1,5.8,2,182,162,72,17,625,2,3.1,1.4,3,5,5718,5,20,75641,75641,55,2330,8344,2333.1436
0.75,2,1,1.8,2,116,68,46,10,332,2,1.9,0.6,3,3,2647,7,19,38837,38837,28,923,4020,1152.9694
0.75,1,2,3,1,135,78,46,7,305,2,1.7,0.2,3,3,3242,7,18,36852,36852,30,826,3605,1184.6684
3,1,1,3,2,472,256,162,30,1147,1,6.8,0.6,2,4,12469,6,21,144271,144271,113,4258,16210,4914.2538
2,2,1,4.7,2,338,193,120,28,868,2,4.1,0.6,3,4,7224,5,18,105451,105451,70,2366,10451,3111.1448
1.5,2,1,4.9,2,264,136,88,21,606,3,4.3,1.4,3,5,5659,5,19,74246,74246,60,2367,7723,2753.0118
2,1,2,7.5,1,344,198,103,25,792,3,4.4,0.7,2,4,7766,6,19,102709,102709,72,1063,9829,2444.4432
0.75,2,2,2.7,1,100,75,35,8,294,1,1.8,0.4,2,6,3467,5,19,39599,39599,27,1319,3987,1286.3334
0.5,2,1,1.5,2,70,43,21,6,224,2,1.3,0.7,3,5,1764,4,17,24297,24297,20,234,2811,537.7028
1.5,2,1,1.7,1,227,157,87,14,588,1,3.7,2.1,4,6,5697,7,19,76444,76444,57,2991,7415,2919.5894
1.25,1,1,4.1,3,173,120,65,9,452,2,3.1,1.2,4,4,4942,4,17,60915,60915,45,2046,6042,2100.4484
2.5,1,1,8.1,3,352,243,137,20,919,2,7,0,2,4,9265,6,17,120662,120662,96,1526,13613,2831.613
3,2,2,5.4,3,379,293,145,24,1156,2,7.7,3.4,2,6,13612,7,20,152566,152566,114,3206,16882,3986.7024
2,1,1,6,3,357,185,82,18,878,1,4.4,2.2,2,6,8729,6,18,96266,96266,75,847,9973,2417.2458
0.75,2,1,2.3,1,115,86,33,10,327,2,1.7,0.4,3,5,3065,4,17,35803,35803,29,1071,3911,1225.813
0.5,2,2,0.9,1,80,43,23,6,203,2,1.4,0.2,3,5,1925,7,20,24258,24258,19,733,2661,842.445
3,2,1,10,2,449,261,195,39,1255,1,6.4,2,2,6,12871,6,19,156557,156557,108,1282,17004,3210.6542
1.75,2,1,4.4,2,233,169,85,20,642,3,4.5,1.6,4,4,7411,5,18,83939,83939,62,4002,10151,3510.2422
2,2,2,2.6,1,330,181,107,20,743,1,5.8,1.3,3,4,8064,7,19,94398,94398,77,1670,10532,2749.7628
2,2,2,4.4,2,247,228,96,26,898,1,3.8,1.1,4,6,7461,6,20,103392,103392,74,1952,9832,2493.4022
1,1,1,3,2,170,108,55,9,410,2,2.2,1.3,4,5,3515,7,18,52365,52365,38,692,4950,1322.793
1.25,1,1,2.1,3,207,101,65,9,461,3,3.5,1.1,3,5,5264,6,17,64811,64811,50,2269,7087,2391.5828
3,1,2,10.4,1,398,291,123,37,1178,1,8.3,0.1,4,5,12389,4,19,148241,148241,106,2470,15080,3599.8078
2,1,2,7.7,1,313,162,119,17,776,2,4.2,2.5,2,3,7800,4,18,104239,104239,77,3905,10680,3880.93
2.5,1,1,2.5,1,448,276,106,19,1075,1,6.6,1.1,4,4,10053,5,18,118907,118907,99,5250,14381,5298.3806
3,2,2,3.2,1,509,266,188,25,1296,3,6.6,0.7,2,3,10672,7,21,142693,142693,117,3421,14766,4644.8044
0.75,2,1,1.3,2,116,61,30,8,322,1,1.5,1,4,4,2581,7,19,37187,37187,27,1600,4118,1514.9162
0.75,1,1,2.8,1,126,81,38,10,314,1,1.6,0.7,3,3,2864,5,18,37091,37091,30,933,4199,1208.0628
3,1,1,6.2,2,533,252,124,22,1253,2,6.5,3.1,3,6,14029,4,17,143819,143819,107,1452,15802,3689.3358
3,2,2,3.5,2,511,245,125,37,1323,3,8.3,0.9,2,5,11037,5,19,158750,158750,110,4361,15332,5153.5974
1.75,1,2,3.9,1,215,181,79,19,668,1,4.2,1.7,3,3,6896,6,17,87552,87552,62,3085,10071,2932.0092
2.5,2,1,7,3,303,212,136,35,1104,3,7.5,3,2,3,8605,7,20,119565,119565,98,2592,13587,3244.541
1.75,2,2,6.1,2,269,156,89,17,708,2,3.6,2,4,6,8146,7,17,84133,84133,65,2234,9340,2723.2892
1.75,2,2,6.7,2,219,188,80,22,744,1,4.4,0.9,4,4,6310,4,20,90080,90080,69,1253,9625,1972.192
1.5,2,2,4.4,3,181,164,68,20,673,2,3.6,0.5,3,4,6192,7,19,73475,73475,60,2183,7465,2255.4684
1.25,1,1,4,3,214,104,51,13,515,1,3.2,1.5,3,4,5529,4,18,60046,60046,49,733,6714,1592.4158
2,2,2,5.5,3,342,196,100,19,862,3,5,0.5,2,6,7264,4,17,97301,97301,72,4023,10927,4036.8428
2.5,1,1,5.7,1,408,276,105,28,982,1,7.3,0.1,4,5,9809,4,18,131453,131453,91,5325,13266,5124.7318
1.5,1,1,3.5,3,220,167,64,13,584,1,3.9,0.5,4,5,5322,5,21,79155,79155,54,3402,8071,3074.4744
1.75,2,1,3.9,3,295,195,113,24,691,2,3.9,1.3,2,3,8102,6,20,92461,92461,65,3992,8981,3788.0504
1.5,1,1,1.5,3,241,146,87,20,616,3,4.4,0.5,3,3,6644,6,18,77557,77557,54,2341,7272,2603.5988
0.75,1,2,2.6,3,98,69,45,6,296,1,1.6,0.5,3,6,2707,6,18,35750,35750,27,830,4030,1013.1314
1.25,2,2,1.8,2,178,119,69,15,454,1,3.2,1.7,3,4,5198,6,18,61684,61684,48,636,6780,1380.8096
1.75,2,2,3.5,1,232,167,75,15,726,1,3.6,0.7,4,3,7090,6,19,87863,87863,66,3440,8870,3187.928
2.5,2,1,6.7,2,402,238,142,24,1099,2,6,1.2,2,4,9192,5,20,128271,128271,94,3225,13376,3977.2584
1,1,1,1.3,3,132,110,46,12,442,2,2.8,1.2,4,4,4389,5,19,50197,50197,39,1623,4818,1661.4378
1.5,1,1,4.3,1,238,155,91,17,650,2,3.1,0.5,3,4,7022,5,17,75793,75793,55,680,8639,1682.3944
0.75,2,1,0.8,3,115,73,42,10,308,2,2.1,1,3,4,2753,6,18,37369,37369,27,1263,4240,1337.8106
1.75,2,1,5.7,1,287,166,73,21,676,1,3.7,0.3,4,4,6270,5,17,85805,85805,62,984,9810,2091.964
1,2,2,2.6,3,164,100,55,10,447,1,2.9,1,2,3,4438,5,21,49908,49908,37,499,5535,1191.0676
1,1,1,2.9,3,171,92,45,10,386,2,2.1,0.8,2,6,4235,6,20,52172,52172,39,1978,5867,2013.107
3,1,2,11.9,1,383,282,137,41,1107,1,6.1,0.3,2,4,11930,6,18,151645,151645,105,6780,14530,5834.956
1.5,1,2,3,3,262,148,94,12,634,1,4.1,1.6,3,6,6029,5,21,78889,78889,53,2125,7947,2594.3258
0.5,1,1,1.8,2,82,50,29,4,213,3,1.2,0.6,4,5,1801,5,17,24196,24196,20,694,2652,839.0602
0.75,2,2,2.5,3,126,83,44,10,330,3,2,0,4,3,2870,5,18,38609,38609,26,344,4025,871.574
1.5,1,2,1.8,1,187,172,85,21,606,2,4.4,1.8,2,6,6305,5,19,73653,73653,57,2691,8360,2581.041
0.5,1,1,1.5,1,67,57,25,5,198,2,1.2,0.4,3,5,2242,7,21,24974,24974,20,450,2680,636.3684
2.5,1,2,7.6,3,445,223,118,24,927,3,5.2,2.9,4,4,11499,7,20,124991,124991,88,3370,12137,4246.4698
2,1,2,2.7,1,307,162,121,28,747,2,4.2,1.5,3,4,7619,4,18,94029,94029,77,4160,11722,3975.2138
2.5,1,1,5.2,1,450,271,162,21,999,2,6,1,3,3,8808,4,19,125475,125475,91,4117,12943,4668.2616
3,1,2,4.6,3,451,293,176,35,1234,3,7.7,2.5,3,3,11018,5,18,142738,142738,118,1073,17098,3161.0736
3,2,1,10.2,3,540,246,163,41,1177,3,7.4,3.2,2,6,13909,7,19,144575,144575,120,3358,16420,4806.7818
1.25,1,2,2,1,182,133,50,17,529,2,2.6,1.6,2,3,4374,7,19,59668,59668,45,573,6086,1345.6348
2.5,1,2,9.4,3,349,212,150,23,1058,1,5.7,1.3,3,4,9970,6,19,120068,120068,94,4985,14227,4685.304
0.5,2,2,2,3,61,57,29,5,217,1,1.1,0.4,3,3,2271,6,20,25528,25528,19,276,2768,511.5142
3,1,1,5.1,3,392,247,156,21,1166,1,8,4.2,4,5,12918,7,20,149395,149395,109,2752,16580,3798.9836
2.5,2,1,4.8,2,332,278,132,19,1042,2,5.1,1.6,4,6,8683,4,17,118494,118494,93,2808,12331,3430.6366
0.75,2,1,2.3,2,104,76,32,6,316,1,1.6,0.9,4,4,2782,4,17,36066,36066,28,326,3767,776.8064
0.5,1,1,1.5,1,61,51,30,5,195,3,1.1,0.1,3,6,2016,4,21,24545,24545,18,802,2436,787.0932
1.5,1,2,4.6,1,235,140,75,12,616,3,2.9,1.3,2,4,5219,4,20,76727,76727,55,1304,8435,2013.1938
3,2,2,6,1,387,320,132,21,1169,1,8.4,1.5,2,5,13140,4,19,141483,141483,106,4931,17604,4906.838
0.75,1,1,2.5,1,133,68,46,7,318,1,1.8,0.6,4,6,2856,7,20,38387,38387,28,1280,4401,1421.4712
2,2,2,4.4,3,268,180,129,23,760,2,4.9,0.6,3,3,7324,4,19,101736,101736,74,711,10661,1922.7848
1.5,2,2,2.1,2,267,133,75,18,629,3,3,0.7,2,5,6201,4,20,73072,73072,56,1848,7233,2445.5902
1,2,2,2.8,1,161,84,53,8,369,2,2.2,0.4,4,6,4227,5,20,48040,48040,36,651,5279,1236.9054
